날짜,지점,강수량(mm)
2002-03-18,강원영서,0
2002-03-19,강원영서,0
2002-03-20,강원영서,0
2002-03-21,강원영서,15.8
2002-03-22,강원영서,0
2002-03-23,강원영서,0
2002-03-24,강원영서,0
2002-03-25,강원영서,0
2002-03-26,강원영서,0
2002-03-27,강원영서,0
2002-03-28,강원영서,0
2002-03-29,강원영서,0
2002-03-30,강원영서,10.3
2002-03-31,강원영서,0
2002-04-01,강원영서,0
2002-04-02,강원영서,0
2002-04-03,강원영서,0
2002-04-04,강원영서,0
2002-04-05,강원영서,0.1
2002-04-06,강원영서,23.9
2002-04-07,강원영서,0
2002-04-08,강원영서,0
2002-04-09,강원영서,0
2002-04-10,강원영서,0
2002-04-11,강원영서,0
2002-04-12,강원영서,4.9
2002-04-13,강원영서,0
2002-04-14,강원영서,0
2002-04-15,강원영서,0
2002-04-16,강원영서,26
2002-04-17,강원영서,0.1
2002-04-18,강원영서,0
2002-04-19,강원영서,0
2002-04-20,강원영서,0
2002-04-21,강원영서,0
2002-04-22,강원영서,0
2002-04-23,강원영서,0
2002-04-24,강원영서,0
2002-04-25,강원영서,0
2002-04-26,강원영서,0
2002-04-27,강원영서,0
2002-04-28,강원영서,0
2002-04-29,강원영서,39.1
2002-04-30,강원영서,51.4
2002-05-01,강원영서,0
2002-05-02,강원영서,0.3
2002-05-03,강원영서,9.8
2002-05-04,강원영서,0
2002-05-05,강원영서,0
2002-05-06,강원영서,2.6
2002-05-07,강원영서,30.9
2002-05-08,강원영서,0
2002-05-09,강원영서,0
2002-05-10,강원영서,0
2002-05-11,강원영서,0
2002-05-12,강원영서,0
2002-05-13,강원영서,0
2002-05-14,강원영서,0
2002-05-15,강원영서,2.6
2002-05-16,강원영서,8
2002-05-17,강원영서,1.5
2002-05-18,강원영서,7.8
2002-05-19,강원영서,0.7
2002-05-20,강원영서,0
2002-05-21,강원영서,0
2002-05-22,강원영서,0
2002-05-23,강원영서,0
2002-05-24,강원영서,0
2002-05-25,강원영서,0
2002-05-26,강원영서,3.9
2002-05-27,강원영서,0
2002-05-28,강원영서,0
2002-05-29,강원영서,0
2002-05-30,강원영서,1.4
2002-05-31,강원영서,0.1
2002-06-01,강원영서,0.1
2002-06-02,강원영서,0
2002-06-03,강원영서,0
2002-06-04,강원영서,0
2002-06-05,강원영서,0
2002-06-06,강원영서,0
2002-06-07,강원영서,0
2002-06-08,강원영서,0
2002-06-09,강원영서,0
2002-06-10,강원영서,29.8
2002-06-11,강원영서,0
2002-06-12,강원영서,20
2002-06-13,강원영서,0.1
2002-06-14,강원영서,0
2002-06-15,강원영서,1.2
2002-06-16,강원영서,0.3
2002-06-17,강원영서,0
2002-06-18,강원영서,0
2002-06-19,강원영서,7.9
2002-06-20,강원영서,16.1
2002-06-21,강원영서,0
2002-06-22,강원영서,0
2002-06-23,강원영서,0.8
2002-06-24,강원영서,5.8
2002-06-25,강원영서,0
2002-06-26,강원영서,0
2002-06-27,강원영서,0
2002-06-28,강원영서,0
2002-06-29,강원영서,0
2002-06-30,강원영서,0.5
2002-07-01,강원영서,0
2002-07-02,강원영서,3.3
2002-07-03,강원영서,0
2002-07-04,강원영서,0
2002-07-05,강원영서,44.5
2002-07-06,강원영서,20.4
2002-07-07,강원영서,6.5
2002-07-08,강원영서,0
2002-07-09,강원영서,0
2002-07-10,강원영서,0
2002-07-11,강원영서,0
2002-07-12,강원영서,0
2002-07-13,강원영서,10.9
2002-07-14,강원영서,30.6
2002-07-15,강원영서,0.5
2002-07-16,강원영서,9.1
2002-07-17,강원영서,2.9
2002-07-18,강원영서,0
2002-07-19,강원영서,27.9
2002-07-20,강원영서,0.3
2002-07-21,강원영서,0.3
2002-07-22,강원영서,29
2002-07-23,강원영서,35.5
2002-07-24,강원영서,0.4
2002-07-25,강원영서,0
2002-07-26,강원영서,0
2002-07-27,강원영서,0
2002-07-28,강원영서,0
2002-07-29,강원영서,0
2002-07-30,강원영서,0.8
2002-07-31,강원영서,0
2002-08-01,강원영서,0
2002-08-02,강원영서,0
2002-08-03,강원영서,13.9
2002-08-04,강원영서,15.1
2002-08-05,강원영서,70.2
2002-08-06,강원영서,136.3
2002-08-07,강원영서,154.1
2002-08-08,강원영서,1.4
2002-08-09,강원영서,0.1
2002-08-10,강원영서,6.5
2002-08-11,강원영서,5.8
2002-08-12,강원영서,2.8
2002-08-13,강원영서,0.1
2002-08-14,강원영서,1.8
2002-08-15,강원영서,0.1
2002-08-16,강원영서,2
2002-08-17,강원영서,0.3
2002-08-18,강원영서,0.5
2002-08-19,강원영서,0
2002-08-20,강원영서,0
2002-08-21,강원영서,0
2002-08-22,강원영서,4.1
2002-08-23,강원영서,13.4
2002-08-24,강원영서,0
2002-08-25,강원영서,0
2002-08-26,강원영서,2.5
2002-08-27,강원영서,38.5
2002-08-28,강원영서,0
2002-08-29,강원영서,0
2002-08-30,강원영서,0.2
2002-08-31,강원영서,56.9
2002-09-01,강원영서,34.1
2002-09-02,강원영서,0
2002-09-03,강원영서,0
2002-09-04,강원영서,0
2002-09-05,강원영서,0
2002-09-06,강원영서,0
2002-09-07,강원영서,0
2002-09-08,강원영서,0
2002-09-09,강원영서,0
2002-09-10,강원영서,0
2002-09-11,강원영서,0
2002-09-12,강원영서,5.6
2002-09-13,강원영서,0
2002-09-14,강원영서,0.4
2002-09-15,강원영서,0.9
2002-09-16,강원영서,2.4
2002-09-17,강원영서,0
2002-09-18,강원영서,0
2002-09-19,강원영서,0
2002-09-20,강원영서,0
2002-09-21,강원영서,1.3
2002-09-22,강원영서,0.1
2002-09-23,강원영서,0
2002-09-24,강원영서,0
2002-09-25,강원영서,0
2002-09-26,강원영서,0
2002-09-27,강원영서,0
2002-09-28,강원영서,3.5
2002-09-29,강원영서,9.1
2002-09-30,강원영서,1
2002-10-01,강원영서,3.4
2002-10-02,강원영서,3.9
2002-10-03,강원영서,6.6
2002-10-04,강원영서,0
2002-10-05,강원영서,23.8
2002-10-06,강원영서,17
2002-10-07,강원영서,0
2002-10-08,강원영서,0
2002-10-09,강원영서,0
2002-10-10,강원영서,0
2002-10-11,강원영서,0
2002-10-12,강원영서,0
2002-10-13,강원영서,0.3
2002-10-14,강원영서,0
2002-10-15,강원영서,2.3
2002-10-16,강원영서,0
2002-10-17,강원영서,0
2002-10-18,강원영서,0
2002-10-19,강원영서,0
2002-10-20,강원영서,0
2002-10-21,강원영서,1.1
2002-10-22,강원영서,0
2002-10-23,강원영서,0
2002-10-24,강원영서,0
2002-10-25,강원영서,2
2002-10-26,강원영서,19
2002-10-27,강원영서,0
2002-10-28,강원영서,0
2002-10-29,강원영서,0
2002-10-30,강원영서,0
2002-10-31,강원영서,0
2002-11-01,강원영서,0
2002-11-02,강원영서,0
2002-11-03,강원영서,0
2002-11-04,강원영서,0
2002-11-05,강원영서,0
2002-11-06,강원영서,0
2002-11-07,강원영서,3
2002-11-08,강원영서,0
2002-11-09,강원영서,0
2002-11-10,강원영서,0
2002-11-11,강원영서,0
2002-11-12,강원영서,0
2002-11-13,강원영서,0
2002-11-14,강원영서,0.7
2002-11-15,강원영서,0
2002-11-16,강원영서,0
2002-11-17,강원영서,3.3
2002-11-18,강원영서,0
2002-11-19,강원영서,0
2002-11-20,강원영서,0.6
2002-11-21,강원영서,0
2002-11-22,강원영서,0
2002-11-23,강원영서,0
2002-11-24,강원영서,0
2002-11-25,강원영서,0
2002-11-26,강원영서,0.1
2002-11-27,강원영서,0
2002-11-28,강원영서,0
2002-11-29,강원영서,0.8
2002-11-30,강원영서,0
2002-12-01,강원영서,0
2002-12-02,강원영서,0
2002-12-03,강원영서,0
2002-12-04,강원영서,0.5
2002-12-05,강원영서,0
2002-12-06,강원영서,0
2002-12-07,강원영서,0.4
2002-12-08,강원영서,7.3
2002-12-09,강원영서,2.6
2002-12-10,강원영서,0
2002-12-11,강원영서,0
2002-12-12,강원영서,0
2002-12-13,강원영서,0
2002-12-14,강원영서,0
2002-12-15,강원영서,0.4
2002-12-16,강원영서,7.5
2002-12-17,강원영서,0.1
2002-12-18,강원영서,0
2002-12-19,강원영서,0
2002-12-20,강원영서,0
2002-12-21,강원영서,0
2002-12-22,강원영서,0
2002-12-23,강원영서,6
2002-12-24,강원영서,3.5
2002-12-25,강원영서,3.9
2002-12-26,강원영서,0
2002-12-27,강원영서,0
2002-12-28,강원영서,0.2
2002-12-29,강원영서,0
2002-12-30,강원영서,0
2002-12-31,강원영서,0
2003-01-01,강원영서,0
2003-01-02,강원영서,0
2003-01-03,강원영서,2.2
2003-01-04,강원영서,0
2003-01-05,강원영서,0
2003-01-06,강원영서,0
2003-01-07,강원영서,0
2003-01-08,강원영서,0
2003-01-09,강원영서,0
2003-01-10,강원영서,0
2003-01-11,강원영서,0
2003-01-12,강원영서,0
2003-01-13,강원영서,0
2003-01-14,강원영서,1.3
2003-01-15,강원영서,0
2003-01-16,강원영서,0
2003-01-17,강원영서,4.4
2003-01-18,강원영서,0
2003-01-19,강원영서,0
2003-01-20,강원영서,0
2003-01-21,강원영서,0
2003-01-22,강원영서,1.8
2003-01-23,강원영서,0.6
2003-01-24,강원영서,0.1
2003-01-25,강원영서,0
2003-01-26,강원영서,0.7
2003-01-27,강원영서,6.2
2003-01-28,강원영서,0.2
2003-01-29,강원영서,0
2003-01-30,강원영서,0
2003-01-31,강원영서,0
2003-02-01,강원영서,0
2003-02-02,강원영서,0
2003-02-03,강원영서,0
2003-02-04,강원영서,0.1
2003-02-05,강원영서,0
2003-02-06,강원영서,0
2003-02-07,강원영서,0
2003-02-08,강원영서,6.6
2003-02-09,강원영서,0.1
2003-02-10,강원영서,1
2003-02-11,강원영서,2.1
2003-02-12,강원영서,0
2003-02-13,강원영서,0.5
2003-02-14,강원영서,0
2003-02-15,강원영서,0
2003-02-16,강원영서,0
2003-02-17,강원영서,0
2003-02-18,강원영서,0
2003-02-19,강원영서,3.4
2003-02-20,강원영서,0
2003-02-21,강원영서,5.3
2003-02-22,강원영서,19.8
2003-02-23,강원영서,0.3
2003-02-24,강원영서,0.6
2003-02-25,강원영서,0
2003-02-26,강원영서,0
2003-02-27,강원영서,0
2003-02-28,강원영서,0
2003-03-01,강원영서,2
2003-03-02,강원영서,2.1
2003-03-03,강원영서,4.8
2003-03-04,강원영서,0
2003-03-05,강원영서,0
2003-03-06,강원영서,3.3
2003-03-07,강원영서,2.9
2003-03-08,강원영서,0.1
2003-03-09,강원영서,0
2003-03-10,강원영서,0
2003-03-11,강원영서,0
2003-03-12,강원영서,0
2003-03-13,강원영서,0
2003-03-14,강원영서,0
2003-03-15,강원영서,0
2003-03-16,강원영서,9.5
2003-03-17,강원영서,0.7
2003-03-18,강원영서,0
2003-03-19,강원영서,0
2003-03-20,강원영서,0
2003-03-21,강원영서,0.1
2003-03-22,강원영서,0
2003-03-23,강원영서,0
2003-03-24,강원영서,0.3
2003-03-25,강원영서,0.3
2003-03-26,강원영서,0
2003-03-27,강원영서,6.6
2003-03-28,강원영서,0
2003-03-29,강원영서,0
2003-03-30,강원영서,0
2003-03-31,강원영서,0
2003-04-01,강원영서,0
2003-04-02,강원영서,0
2003-04-03,강원영서,0
2003-04-04,강원영서,0
2003-04-05,강원영서,0
2003-04-06,강원영서,0
2003-04-07,강원영서,5.4
2003-04-08,강원영서,15.8
2003-04-09,강원영서,4.8
2003-04-10,강원영서,0
2003-04-11,강원영서,12.3
2003-04-12,강원영서,0
2003-04-13,강원영서,0
2003-04-14,강원영서,0
2003-04-15,강원영서,0
2003-04-16,강원영서,0
2003-04-17,강원영서,0
2003-04-18,강원영서,27.9
2003-04-19,강원영서,7
2003-04-20,강원영서,4.9
2003-04-21,강원영서,0
2003-04-22,강원영서,1.9
2003-04-23,강원영서,10.8
2003-04-24,강원영서,0
2003-04-25,강원영서,31.8
2003-04-26,강원영서,0
2003-04-27,강원영서,0
2003-04-28,강원영서,0
2003-04-29,강원영서,38.9
2003-04-30,강원영서,0.1
2003-05-01,강원영서,0
2003-05-02,강원영서,0
2003-05-03,강원영서,0
2003-05-04,강원영서,0
2003-05-05,강원영서,0
2003-05-06,강원영서,5.1
2003-05-07,강원영서,98.8
2003-05-08,강원영서,0
2003-05-09,강원영서,0
2003-05-10,강원영서,0
2003-05-11,강원영서,0
2003-05-12,강원영서,0
2003-05-13,강원영서,0
2003-05-14,강원영서,0
2003-05-15,강원영서,0
2003-05-16,강원영서,0
2003-05-17,강원영서,0
2003-05-18,강원영서,0
2003-05-19,강원영서,0
2003-05-20,강원영서,0
2003-05-21,강원영서,0
2003-05-22,강원영서,0
2003-05-23,강원영서,0
2003-05-24,강원영서,1.4
2003-05-25,강원영서,6.8
2003-05-26,강원영서,0
2003-05-27,강원영서,0
2003-05-28,강원영서,0
2003-05-29,강원영서,0.3
2003-05-30,강원영서,13.6
2003-05-31,강원영서,0
2003-06-01,강원영서,0
2003-06-02,강원영서,0
2003-06-03,강원영서,0
2003-06-04,강원영서,0
2003-06-05,강원영서,0
2003-06-06,강원영서,4.8
2003-06-07,강원영서,0
2003-06-08,강원영서,0
2003-06-09,강원영서,0
2003-06-10,강원영서,0.1
2003-06-11,강원영서,8.5
2003-06-12,강원영서,18.8
2003-06-13,강원영서,0.1
2003-06-14,강원영서,1.6
2003-06-15,강원영서,9
2003-06-16,강원영서,1
2003-06-17,강원영서,0
2003-06-18,강원영서,0
2003-06-19,강원영서,0
2003-06-20,강원영서,0.3
2003-06-21,강원영서,0
2003-06-22,강원영서,0
2003-06-23,강원영서,12.1
2003-06-24,강원영서,3.6
2003-06-25,강원영서,2.5
2003-06-26,강원영서,0
2003-06-27,강원영서,64.1
2003-06-28,강원영서,1.7
2003-06-29,강원영서,6.1
2003-06-30,강원영서,0
2003-07-01,강원영서,1.3
2003-07-02,강원영서,0.1
2003-07-03,강원영서,13.6
2003-07-04,강원영서,0
2003-07-05,강원영서,0
2003-07-06,강원영서,1.9
2003-07-07,강원영서,1.3
2003-07-08,강원영서,0
2003-07-09,강원영서,63.1
2003-07-10,강원영서,2.6
2003-07-11,강원영서,0
2003-07-12,강원영서,1.3
2003-07-13,강원영서,1.5
2003-07-14,강원영서,0
2003-07-15,강원영서,0
2003-07-16,강원영서,18.3
2003-07-17,강원영서,1.9
2003-07-18,강원영서,48
2003-07-19,강원영서,6.6
2003-07-20,강원영서,0.3
2003-07-21,강원영서,1.6
2003-07-22,강원영서,125.9
2003-07-23,강원영서,10.6
2003-07-24,강원영서,2.5
2003-07-25,강원영서,12.5
2003-07-26,강원영서,0.3
2003-07-27,강원영서,16.3
2003-07-28,강원영서,16
2003-07-29,강원영서,11.8
2003-07-30,강원영서,0
2003-07-31,강원영서,0
2003-08-01,강원영서,0
2003-08-02,강원영서,4.9
2003-08-03,강원영서,12.1
2003-08-04,강원영서,0
2003-08-05,강원영서,2.7
2003-08-06,강원영서,16.9
2003-08-07,강원영서,43.6
2003-08-08,강원영서,0
2003-08-09,강원영서,0
2003-08-10,강원영서,6.6
2003-08-11,강원영서,15.1
2003-08-12,강원영서,0
2003-08-13,강원영서,0
2003-08-14,강원영서,0
2003-08-15,강원영서,0
2003-08-16,강원영서,0
2003-08-17,강원영서,0.1
2003-08-18,강원영서,7.3
2003-08-19,강원영서,35.8
2003-08-20,강원영서,77.9
2003-08-21,강원영서,0.6
2003-08-22,강원영서,0.2
2003-08-23,강원영서,66
2003-08-24,강원영서,92.9
2003-08-25,강원영서,41.1
2003-08-26,강원영서,0
2003-08-27,강원영서,69.1
2003-08-28,강원영서,4.8
2003-08-29,강원영서,0
2003-08-30,강원영서,13.1
2003-08-31,강원영서,3.3
2003-09-01,강원영서,0
2003-09-02,강원영서,30.9
2003-09-03,강원영서,7.6
2003-09-04,강원영서,0
2003-09-05,강원영서,23
2003-09-06,강원영서,0
2003-09-07,강원영서,50
2003-09-08,강원영서,21.5
2003-09-09,강원영서,37.8
2003-09-10,강원영서,0
2003-09-11,강원영서,0
2003-09-12,강원영서,29.9
2003-09-13,강원영서,20.9
2003-09-14,강원영서,0
2003-09-15,강원영서,0
2003-09-16,강원영서,0
2003-09-17,강원영서,0
2003-09-18,강원영서,111.8
2003-09-19,강원영서,0.1
2003-09-20,강원영서,0
2003-09-21,강원영서,0
2003-09-22,강원영서,0
2003-09-23,강원영서,0
2003-09-24,강원영서,0
2003-09-25,강원영서,0
2003-09-26,강원영서,0
2003-09-27,강원영서,0
2003-09-28,강원영서,0
2003-09-29,강원영서,0
2003-09-30,강원영서,0
2003-10-01,강원영서,3.1
2003-10-02,강원영서,0
2003-10-03,강원영서,0
2003-10-04,강원영서,0
2003-10-05,강원영서,0
2003-10-06,강원영서,0
2003-10-07,강원영서,0
2003-10-08,강원영서,0
2003-10-09,강원영서,0
2003-10-10,강원영서,0
2003-10-11,강원영서,0
2003-10-12,강원영서,3.3
2003-10-13,강원영서,9.4
2003-10-14,강원영서,0.5
2003-10-15,강원영서,0
2003-10-16,강원영서,0
2003-10-17,강원영서,0.6
2003-10-18,강원영서,0
2003-10-19,강원영서,0
2003-10-20,강원영서,0
2003-10-21,강원영서,0.6
2003-10-22,강원영서,0.8
2003-10-23,강원영서,0
2003-10-24,강원영서,0
2003-10-25,강원영서,1.8
2003-10-26,강원영서,0
2003-10-27,강원영서,0
2003-10-28,강원영서,15
2003-10-29,강원영서,0
2003-10-30,강원영서,0
2003-10-31,강원영서,0
2003-11-01,강원영서,0
2003-11-02,강원영서,0
2003-11-03,강원영서,0.1
2003-11-04,강원영서,0
2003-11-05,강원영서,0
2003-11-06,강원영서,0
2003-11-07,강원영서,6.8
2003-11-08,강원영서,21.3
2003-11-09,강원영서,0.4
2003-11-10,강원영서,0
2003-11-11,강원영서,12.1
2003-11-12,강원영서,6
2003-11-13,강원영서,0
2003-11-14,강원영서,0
2003-11-15,강원영서,0.5
2003-11-16,강원영서,0
2003-11-17,강원영서,0
2003-11-18,강원영서,0
2003-11-19,강원영서,0
2003-11-20,강원영서,7.9
2003-11-21,강원영서,0
2003-11-22,강원영서,0
2003-11-23,강원영서,0
2003-11-24,강원영서,0
2003-11-25,강원영서,2.4
2003-11-26,강원영서,0
2003-11-27,강원영서,0.8
2003-11-28,강원영서,1.5
2003-11-29,강원영서,2.8
2003-11-30,강원영서,0
2003-12-01,강원영서,0
2003-12-02,강원영서,0
2003-12-03,강원영서,0
2003-12-04,강원영서,0
2003-12-05,강원영서,1.6
2003-12-06,강원영서,4.4
2003-12-07,강원영서,0
2003-12-08,강원영서,0.3
2003-12-09,강원영서,0
2003-12-10,강원영서,0
2003-12-11,강원영서,0
2003-12-12,강원영서,0
2003-12-13,강원영서,0
2003-12-14,강원영서,0
2003-12-15,강원영서,0
2003-12-16,강원영서,0
2003-12-17,강원영서,1.7
2003-12-18,강원영서,0
2003-12-19,강원영서,0
2003-12-20,강원영서,0
2003-12-21,강원영서,0
2003-12-22,강원영서,0
2003-12-23,강원영서,0
2003-12-24,강원영서,0
2003-12-25,강원영서,0
2003-12-26,강원영서,0
2003-12-27,강원영서,0
2003-12-28,강원영서,0
2003-12-29,강원영서,0.4
2003-12-30,강원영서,0
2003-12-31,강원영서,0
2004-01-01,강원영서,0
2004-01-02,강원영서,2.6
2004-01-03,강원영서,0
2004-01-04,강원영서,0
2004-01-05,강원영서,0
2004-01-06,강원영서,0
2004-01-07,강원영서,0
2004-01-08,강원영서,0
2004-01-09,강원영서,0
2004-01-10,강원영서,0
2004-01-11,강원영서,0
2004-01-12,강원영서,3.1
2004-01-13,강원영서,0.4
2004-01-14,강원영서,0
2004-01-15,강원영서,0
2004-01-16,강원영서,0
2004-01-17,강원영서,3.2
2004-01-18,강원영서,2.3
2004-01-19,강원영서,0.1
2004-01-20,강원영서,0.8
2004-01-21,강원영서,0
2004-01-22,강원영서,0
2004-01-23,강원영서,0
2004-01-24,강원영서,0
2004-01-25,강원영서,0
2004-01-26,강원영서,0
2004-01-27,강원영서,0
2004-01-28,강원영서,0
2004-01-29,강원영서,0
2004-01-30,강원영서,0
2004-01-31,강원영서,0
2004-02-01,강원영서,0
2004-02-02,강원영서,0
2004-02-03,강원영서,0
2004-02-04,강원영서,0.8
2004-02-05,강원영서,0.3
2004-02-06,강원영서,0.6
2004-02-07,강원영서,0.1
2004-02-08,강원영서,0.1
2004-02-09,강원영서,0
2004-02-10,강원영서,0
2004-02-11,강원영서,0.3
2004-02-12,강원영서,0
2004-02-13,강원영서,0
2004-02-14,강원영서,3.5
2004-02-15,강원영서,0
2004-02-16,강원영서,0
2004-02-17,강원영서,0
2004-02-18,강원영서,0
2004-02-19,강원영서,0
2004-02-20,강원영서,0
2004-02-21,강원영서,18.1
2004-02-22,강원영서,28.4
2004-02-23,강원영서,0.6
2004-02-24,강원영서,0.4
2004-02-25,강원영서,0.3
2004-02-26,강원영서,0
2004-02-27,강원영서,0
2004-02-28,강원영서,4.8
2004-02-29,강원영서,0.1
2004-03-01,강원영서,0
2004-03-02,강원영서,0
2004-03-03,강원영서,0
2004-03-04,강원영서,7.5
2004-03-05,강원영서,1.6
2004-03-06,강원영서,0
2004-03-07,강원영서,0
2004-03-08,강원영서,0
2004-03-09,강원영서,0
2004-03-10,강원영서,0
2004-03-11,강원영서,0
2004-03-12,강원영서,0
2004-03-13,강원영서,0
2004-03-14,강원영서,0
2004-03-15,강원영서,0
2004-03-16,강원영서,0
2004-03-17,강원영서,8.3
2004-03-18,강원영서,0
2004-03-19,강원영서,0
2004-03-20,강원영서,0
2004-03-21,강원영서,0
2004-03-22,강원영서,0
2004-03-23,강원영서,0
2004-03-24,강원영서,0.1
2004-03-25,강원영서,0
2004-03-26,강원영서,0
2004-03-27,강원영서,0
2004-03-28,강원영서,0
2004-03-29,강원영서,0.1
2004-03-30,강원영서,3.6
2004-03-31,강원영서,0
2004-04-01,강원영서,3.6
2004-04-02,강원영서,1.9
2004-04-03,강원영서,0.1
2004-04-04,강원영서,0
2004-04-05,강원영서,0
2004-04-06,강원영서,0.2
2004-04-07,강원영서,0.4
2004-04-08,강원영서,0
2004-04-09,강원영서,0
2004-04-10,강원영서,0
2004-04-11,강원영서,0
2004-04-12,강원영서,0
2004-04-13,강원영서,0
2004-04-14,강원영서,0
2004-04-15,강원영서,0
2004-04-16,강원영서,0
2004-04-17,강원영서,0
2004-04-18,강원영서,0.4
2004-04-19,강원영서,11.3
2004-04-20,강원영서,0
2004-04-21,강원영서,0
2004-04-22,강원영서,5.6
2004-04-23,강원영서,0
2004-04-24,강원영서,0
2004-04-25,강원영서,0
2004-04-26,강원영서,33
2004-04-27,강원영서,13.3
2004-04-28,강원영서,0
2004-04-29,강원영서,0
2004-04-30,강원영서,0
2004-05-01,강원영서,0
2004-05-02,강원영서,1
2004-05-03,강원영서,13.6
2004-05-04,강원영서,1.4
2004-05-05,강원영서,0
2004-05-06,강원영서,0
2004-05-07,강원영서,0
2004-05-08,강원영서,0.2
2004-05-09,강원영서,28.3
2004-05-10,강원영서,1.4
2004-05-11,강원영서,0
2004-05-12,강원영서,16.1
2004-05-13,강원영서,0.9
2004-05-14,강원영서,0
2004-05-15,강원영서,0.3
2004-05-16,강원영서,0
2004-05-17,강원영서,0.3
2004-05-18,강원영서,3.8
2004-05-19,강원영서,0
2004-05-20,강원영서,8.8
2004-05-21,강원영서,13.6
2004-05-22,강원영서,0.3
2004-05-23,강원영서,0
2004-05-24,강원영서,0
2004-05-25,강원영서,0
2004-05-26,강원영서,0
2004-05-27,강원영서,1.5
2004-05-28,강원영서,43.4
2004-05-29,강원영서,0
2004-05-30,강원영서,0.1
2004-05-31,강원영서,0
2004-06-01,강원영서,0
2004-06-02,강원영서,0
2004-06-03,강원영서,0
2004-06-04,강원영서,0
2004-06-05,강원영서,0
2004-06-06,강원영서,0
2004-06-07,강원영서,0.4
2004-06-08,강원영서,0.3
2004-06-09,강원영서,0
2004-06-10,강원영서,0
2004-06-11,강원영서,0
2004-06-12,강원영서,0
2004-06-13,강원영서,0
2004-06-14,강원영서,0
2004-06-15,강원영서,0
2004-06-16,강원영서,0
2004-06-17,강원영서,15.8
2004-06-18,강원영서,0.3
2004-06-19,강원영서,65.1
2004-06-20,강원영서,40.8
2004-06-21,강원영서,16.6
2004-06-22,강원영서,2.6
2004-06-23,강원영서,3.8
2004-06-24,강원영서,1.8
2004-06-25,강원영서,0
2004-06-26,강원영서,1.6
2004-06-27,강원영서,9.9
2004-06-28,강원영서,0
2004-06-29,강원영서,0
2004-06-30,강원영서,0.1
2004-07-01,강원영서,4.8
2004-07-02,강원영서,30.8
2004-07-03,강원영서,4.9
2004-07-04,강원영서,37.9
2004-07-05,강원영서,7.4
2004-07-06,강원영서,4.3
2004-07-07,강원영서,48.1
2004-07-08,강원영서,8.1
2004-07-09,강원영서,0.1
2004-07-10,강원영서,0
2004-07-11,강원영서,7.1
2004-07-12,강원영서,122.4
2004-07-13,강원영서,42.4
2004-07-14,강원영서,9.5
2004-07-15,강원영서,34
2004-07-16,강원영서,64.9
2004-07-17,강원영서,34.1
2004-07-18,강원영서,0.4
2004-07-19,강원영서,0.3
2004-07-20,강원영서,1.3
2004-07-21,강원영서,0
2004-07-22,강원영서,0
2004-07-23,강원영서,0
2004-07-24,강원영서,0
2004-07-25,강원영서,8.1
2004-07-26,강원영서,8.4
2004-07-27,강원영서,0
2004-07-28,강원영서,0
2004-07-29,강원영서,0
2004-07-30,강원영서,0
2004-07-31,강원영서,0.8
2004-08-01,강원영서,0
2004-08-02,강원영서,0
2004-08-03,강원영서,0
2004-08-04,강원영서,0
2004-08-05,강원영서,5.3
2004-08-06,강원영서,0
