날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2002-01-01,서울경기,-4.7,-7.2,0.4
2002-01-02,서울경기,-9.4,-12,-6.6
2002-01-03,서울경기,-6.5,-12.9,-1.4
2002-01-04,서울경기,1.6,-3.4,6.1
2002-01-05,서울경기,-1.1,-4.9,2
2002-01-06,서울경기,-0.6,-7,5.3
2002-01-07,서울경기,-2.6,-6.8,3.7
2002-01-08,서울경기,-6.4,-7.9,-3.8
2002-01-09,서울경기,-3.8,-9.6,0.7
2002-01-10,서울경기,2.7,-1.5,5.9
2002-01-11,서울경기,2.4,-1.3,7.4
2002-01-12,서울경기,3.8,-1.3,9.5
2002-01-13,서울경기,6.8,2.1,10.9
2002-01-14,서울경기,10.1,5.9,14.3
2002-01-15,서울경기,11.1,9.5,13.1
2002-01-16,서울경기,6.4,3,10.7
2002-01-17,서울경기,2.2,0.2,4.9
2002-01-18,서울경기,1.4,-1.8,6
2002-01-19,서울경기,3.4,-0.1,9.4
2002-01-20,서울경기,1.2,-0.6,3.6
2002-01-21,서울경기,-0.6,-3,2
2002-01-22,서울경기,-4.4,-5.9,-2.2
2002-01-23,서울경기,-4.1,-6.5,-0.7
2002-01-24,서울경기,-3.3,-6.9,0.9
2002-01-25,서울경기,-3,-8.5,2.7
2002-01-26,서울경기,0.5,-3.5,3.7
2002-01-27,서울경기,-0.7,-4,1.5
2002-01-28,서울경기,-3.1,-5.4,0.3
2002-01-29,서울경기,-1.7,-6.6,2.8
2002-01-30,서울경기,-0.8,-3.5,2.2
2002-01-31,서울경기,-2.4,-6.4,1.6
2002-02-01,서울경기,0.7,-5.5,5.9
2002-02-02,서울경기,2.8,-0.9,8.2
2002-02-03,서울경기,2.1,-3.6,9
2002-02-04,서울경기,2.1,-2.3,8
2002-02-05,서울경기,3.3,-1.9,8.5
2002-02-06,서울경기,4.6,1.5,8.4
2002-02-07,서울경기,3.1,-0.9,8.3
2002-02-08,서울경기,0.8,-3.9,4.9
2002-02-09,서울경기,-2.3,-5.7,1
2002-02-10,서울경기,-1.3,-4.8,2.4
2002-02-11,서울경기,-2.4,-6.7,3.2
2002-02-12,서울경기,-1.7,-6.3,2.3
2002-02-13,서울경기,-0.4,-5.1,4.1
2002-02-14,서울경기,0.2,-5.2,5.8
2002-02-15,서울경기,0.4,-5.1,6.3
2002-02-16,서울경기,2,-2.7,6.1
2002-02-17,서울경기,1.8,-2,5.8
2002-02-18,서울경기,-2.1,-5.1,2
2002-02-19,서울경기,-1.3,-5.7,3.7
2002-02-20,서울경기,1.7,-5,8.1
2002-02-21,서울경기,2.4,-0.7,5.1
2002-02-22,서울경기,4.1,1.4,8.7
2002-02-23,서울경기,4,0.2,9.3
2002-02-24,서울경기,4.4,-1.9,11.3
2002-02-25,서울경기,4.1,1,8.2
2002-02-26,서울경기,4.9,0.9,10.3
2002-02-27,서울경기,5.2,2.2,9.8
2002-02-28,서울경기,4.1,0.8,9.1
2002-03-01,서울경기,4.3,-0.3,12.5
2002-03-02,서울경기,5.2,0.6,11.1
2002-03-03,서울경기,3.2,-0.7,9.1
2002-03-04,서울경기,3,-2.8,8.2
2002-03-05,서울경기,3,1.1,5.6
2002-03-06,서울경기,1.6,-1.2,4.8
2002-03-07,서울경기,0.8,-3.9,5.2
2002-03-08,서울경기,3.1,-2.7,8.6
2002-03-09,서울경기,8.5,0.7,14.4
2002-03-10,서울경기,8.3,4.1,13.1
2002-03-11,서울경기,6,0.8,11.3
2002-03-12,서울경기,7.4,2,14.1
2002-03-13,서울경기,9.6,3.9,17.7
2002-03-14,서울경기,10,5.9,15.5
2002-03-15,서울경기,8,4.8,12.1
2002-03-16,서울경기,7.7,1.5,13.8
2002-03-17,서울경기,8.7,4.2,14.1
2002-03-18,서울경기,7,3.6,11.9
2002-03-19,서울경기,7.9,3.2,14.1
2002-03-20,서울경기,10.8,1.8,17.7
2002-03-21,서울경기,7,5,12.2
2002-03-22,서울경기,6.6,4,9.6
2002-03-23,서울경기,4.9,1.8,9.3
2002-03-24,서울경기,5.1,0.9,9.2
2002-03-25,서울경기,6.8,1.2,12
2002-03-26,서울경기,8.2,3.2,12.7
2002-03-27,서울경기,10.2,5.3,15.9
2002-03-28,서울경기,10.5,3.7,16.6
2002-03-29,서울경기,11.1,6.8,17.1
2002-03-30,서울경기,7.6,4.9,10.8
2002-03-31,서울경기,8.9,6.6,13.1
2002-04-01,서울경기,11.8,5.7,18.3
2002-04-02,서울경기,14.2,6.6,22
2002-04-03,서울경기,14.9,8.6,21.5
2002-04-04,서울경기,13.8,7.1,21.1
2002-04-05,서울경기,16.6,8.3,25.1
2002-04-06,서울경기,10.8,8.4,13.7
2002-04-07,서울경기,8.7,7.5,11
2002-04-08,서울경기,8.3,5.7,12.4
2002-04-09,서울경기,7.2,4,11.7
2002-04-10,서울경기,8.1,3.5,12.6
2002-04-11,서울경기,8.8,4.1,13.7
2002-04-12,서울경기,9.5,6.5,15.2
2002-04-13,서울경기,11.3,5.4,15.9
2002-04-14,서울경기,18.3,12.5,23
2002-04-15,서울경기,19.1,16.6,23.4
2002-04-16,서울경기,13.8,10,18.2
2002-04-17,서울경기,10.1,7.6,12.8
2002-04-18,서울경기,11,6.1,16.4
2002-04-19,서울경기,11.2,4.9,17.9
2002-04-20,서울경기,13.4,5,21
2002-04-21,서울경기,15.6,8,22.6
2002-04-22,서울경기,19.5,11.3,27.2
2002-04-23,서울경기,15.7,11.8,21.6
2002-04-24,서울경기,10.5,6.5,13.7
2002-04-25,서울경기,10.6,4.6,16.4
2002-04-26,서울경기,13.2,5.1,19.6
2002-04-27,서울경기,15.3,10.8,21.2
2002-04-28,서울경기,17.3,9.5,25.1
2002-04-29,서울경기,14.7,12.6,17.6
2002-04-30,서울경기,14.2,12.7,16.1
2002-05-01,서울경기,18.9,11.8,26.1
2002-05-02,서울경기,17.5,11,25.3
2002-05-03,서울경기,15.1,12.3,18.7
2002-05-04,서울경기,17.9,12.6,24.8
2002-05-05,서울경기,18.7,12.6,24.4
2002-05-06,서울경기,15,10.6,19.3
2002-05-07,서울경기,11.3,10.4,12.2
2002-05-08,서울경기,15.6,9.5,21.6
2002-05-09,서울경기,16.4,11.7,22
2002-05-10,서울경기,16.2,11.9,21.8
2002-05-11,서울경기,14.8,11.6,20.7
2002-05-12,서울경기,14,10.6,20
2002-05-13,서울경기,16.1,11.4,23.1
2002-05-14,서울경기,19.9,13.3,25.2
2002-05-15,서울경기,17.1,13.8,21.6
2002-05-16,서울경기,14.6,12.7,17.1
2002-05-17,서울경기,13.3,11,15.7
2002-05-18,서울경기,16.1,11.5,22
2002-05-19,서울경기,15.8,11.4,21.9
2002-05-20,서울경기,17.2,11.8,24
2002-05-21,서울경기,17.9,12.1,23.9
2002-05-22,서울경기,18.5,14.8,23.7
2002-05-23,서울경기,20.7,13.7,27.3
2002-05-24,서울경기,18.7,13.7,23.7
2002-05-25,서울경기,18.4,12.4,25.2
2002-05-26,서울경기,18,12.2,24.3
2002-05-27,서울경기,17.8,11.8,24.8
2002-05-28,서울경기,18,12.2,24.4
2002-05-29,서울경기,18.9,12,26.2
2002-05-30,서울경기,17.8,14.6,22.9
2002-05-31,서울경기,18.4,16,24.3
2002-06-01,서울경기,18.7,15.5,23.8
2002-06-02,서울경기,21.4,14,28.9
2002-06-03,서울경기,21.4,15.3,27.7
2002-06-04,서울경기,21.2,17.4,26.5
2002-06-05,서울경기,23.4,17.1,30
2002-06-06,서울경기,24.3,18.5,30.1
2002-06-07,서울경기,23.3,18,29.1
2002-06-08,서울경기,20.7,18.2,25.6
2002-06-09,서울경기,21.4,16.8,26.7
2002-06-10,서울경기,21.6,18.5,26.2
2002-06-11,서울경기,20.5,17.5,25.6
2002-06-12,서울경기,18.9,16.1,24.4
2002-06-13,서울경기,19,15.3,23.7
2002-06-14,서울경기,19.4,15.5,24.1
2002-06-15,서울경기,19.6,15.8,24.3
2002-06-16,서울경기,21.3,15.3,27.1
2002-06-17,서울경기,22.2,16.8,27.7
2002-06-18,서울경기,21.9,17.4,26.9
2002-06-19,서울경기,21.6,19.2,25.8
2002-06-20,서울경기,21,18.4,25.3
2002-06-21,서울경기,22.5,17.2,27.8
2002-06-22,서울경기,23.4,18.7,29
2002-06-23,서울경기,18.2,16.8,21.2
2002-06-24,서울경기,16.3,15.3,17.7
2002-06-25,서울경기,19.5,14.9,25.2
2002-06-26,서울경기,20.1,13.8,26.6
2002-06-27,서울경기,20.4,15.3,25.6
2002-06-28,서울경기,22.1,15.8,28.9
2002-06-29,서울경기,24.2,17.4,31
2002-06-30,서울경기,25.2,20.7,30.9
2002-07-01,서울경기,24.3,21.9,27.9
2002-07-02,서울경기,23.5,20.4,28.4
2002-07-03,서울경기,24.4,20.2,29.9
2002-07-04,서울경기,26.5,20.5,31.7
2002-07-05,서울경기,23.1,20.7,26.8
2002-07-06,서울경기,21.6,20.1,24
2002-07-07,서울경기,22.1,19.7,25.3
2002-07-08,서울경기,23.4,20.3,28.4
2002-07-09,서울경기,24.6,19.6,29.7
2002-07-10,서울경기,25.3,21.1,30.8
2002-07-11,서울경기,24.2,20,28.5
2002-07-12,서울경기,24.2,21.1,28.1
2002-07-13,서울경기,24.1,21.8,28.4
2002-07-14,서울경기,23.1,21.9,24.5
2002-07-15,서울경기,24.4,22.7,28.3
2002-07-16,서울경기,23.6,21.1,27.2
2002-07-17,서울경기,23.4,20.6,27.4
2002-07-18,서울경기,24.5,20,29.1
2002-07-19,서울경기,20.9,19.4,24.4
2002-07-20,서울경기,23.1,18.8,27.4
2002-07-21,서울경기,25,22,28.9
2002-07-22,서울경기,24.1,21.8,27.3
2002-07-23,서울경기,22.6,21.4,24
2002-07-24,서울경기,24.6,22.2,28
2002-07-25,서울경기,27.1,22.4,32.7
2002-07-26,서울경기,27.9,23.6,32.5
2002-07-27,서울경기,29.3,25.5,34.5
2002-07-28,서울경기,29.7,24.9,35.1
2002-07-29,서울경기,26.2,24.5,29.2
2002-07-30,서울경기,25.6,23.5,29.2
2002-07-31,서울경기,25.3,23.4,28.3
2002-08-01,서울경기,25.2,23.6,28.3
2002-08-02,서울경기,25.3,23.5,29.2
2002-08-03,서울경기,25.4,21.5,29.5
2002-08-04,서울경기,25.5,23.1,28
2002-08-05,서울경기,26.2,23.9,28
2002-08-06,서울경기,22.2,19.9,25.8
2002-08-07,서울경기,21.6,20.1,23
2002-08-08,서울경기,24.4,20.4,30
2002-08-09,서울경기,25.1,21.9,29.8
2002-08-10,서울경기,21.1,19.2,23.7
2002-08-11,서울경기,20.8,18.2,24.2
2002-08-12,서울경기,20.9,18.4,24.5
2002-08-13,서울경기,22.4,19.5,26.3
2002-08-14,서울경기,22,19.9,26.2
2002-08-15,서울경기,23.2,18.4,28.8
2002-08-16,서울경기,23.8,21.3,27.3
2002-08-17,서울경기,23,21.4,25.1
2002-08-18,서울경기,24.2,21.6,28.2
2002-08-19,서울경기,22.4,19.5,25.8
2002-08-20,서울경기,23.8,19.2,28.8
2002-08-21,서울경기,23.5,20.6,27.6
2002-08-22,서울경기,22.5,21.2,23.5
2002-08-23,서울경기,24.3,22.1,26.8
2002-08-24,서울경기,24.3,20.1,29.2
2002-08-25,서울경기,24.1,18.5,29.6
2002-08-26,서울경기,25.8,21.4,30.1
2002-08-27,서울경기,24,22.2,26.8
2002-08-28,서울경기,24.6,20.7,29.7
2002-08-29,서울경기,27.7,23.3,32.5
2002-08-30,서울경기,25.6,23.6,28
2002-08-31,서울경기,22,19.3,25.1
2002-09-01,서울경기,23.2,19.1,27.8
2002-09-02,서울경기,24.6,21.8,28.5
2002-09-03,서울경기,26.1,23.2,30.6
2002-09-04,서울경기,25.4,22.4,29.9
2002-09-05,서울경기,22.3,19.4,25.5
2002-09-06,서울경기,21.5,18.3,26.6
2002-09-07,서울경기,22.4,16.3,28.8
2002-09-08,서울경기,22.7,17.6,28
2002-09-09,서울경기,23,19.7,27.6
2002-09-10,서울경기,23.6,19.2,28.6
2002-09-11,서울경기,23.1,19,28.1
2002-09-12,서울경기,19.6,15.8,23.2
2002-09-13,서울경기,19,15.3,23.4
2002-09-14,서울경기,20.2,17.9,25
2002-09-15,서울경기,18.2,16.4,19.9
2002-09-16,서울경기,18.5,15.4,22.4
2002-09-17,서울경기,20,13.7,26.6
2002-09-18,서울경기,20.3,14.6,26.3
2002-09-19,서울경기,20.6,15.6,26.4
2002-09-20,서울경기,19.9,15.4,24.9
2002-09-21,서울경기,19.5,15.9,24.4
2002-09-22,서울경기,19.4,14.9,25.3
2002-09-23,서울경기,19,13.5,25.2
2002-09-24,서울경기,19.3,13.4,26
2002-09-25,서울경기,20,14,27
2002-09-26,서울경기,20.6,16.3,26.4
2002-09-27,서울경기,19.8,15.9,25.4
2002-09-28,서울경기,19.9,15.4,26.4
2002-09-29,서울경기,18.7,15.4,23.1
2002-09-30,서울경기,18.4,14.8,23.4
2002-10-01,서울경기,18.8,14.3,23.7
2002-10-02,서울경기,16.1,13,19.9
2002-10-03,서울경기,15.6,10.5,22.8
2002-10-04,서울경기,14.4,7.1,21.7
2002-10-05,서울경기,16.2,11.1,22.1
2002-10-06,서울경기,16.3,13.2,20.5
2002-10-07,서울경기,14.2,10.4,18.7
2002-10-08,서울경기,12.4,7.9,17.4
2002-10-09,서울경기,13.3,6.9,19.8
2002-10-10,서울경기,14.4,8.6,21.2
2002-10-11,서울경기,16,10.4,21.7
2002-10-12,서울경기,16.8,11.5,22.7
2002-10-13,서울경기,17.3,12.4,23.4
2002-10-14,서울경기,14.8,9,20.8
2002-10-15,서울경기,14.2,10.7,18.5
2002-10-16,서울경기,14.2,8.6,19.9
2002-10-17,서울경기,16.5,10.7,23.9
2002-10-18,서울경기,16.9,13.4,20.7
2002-10-19,서울경기,15.6,12.9,19.8
2002-10-20,서울경기,13.3,11.3,16
2002-10-21,서울경기,10.6,4.9,15.1
2002-10-22,서울경기,4.8,1.6,9.1
2002-10-23,서울경기,6.1,1,12.3
2002-10-24,서울경기,9.6,4.9,16.3
2002-10-25,서울경기,8.1,4.8,12.8
2002-10-26,서울경기,6.6,3.6,10.9
2002-10-27,서울경기,4,1.3,7.5
2002-10-28,서울경기,3.2,-1,8
2002-10-29,서울경기,4.3,-1,10.2
2002-10-30,서울경기,6.3,-0.1,12.5
2002-10-31,서울경기,10.2,5.1,16.3
2002-11-01,서울경기,4.4,0.6,8.8
2002-11-02,서울경기,3.9,-1.1,8.3
2002-11-03,서울경기,3.1,0.2,7.4
2002-11-04,서울경기,1.2,-1.5,4.7
2002-11-05,서울경기,3.2,-3.2,8.8
2002-11-06,서울경기,10.3,3.8,16.7
2002-11-07,서울경기,11.1,6,15.8
2002-11-08,서울경기,2.4,-0.2,6.1
2002-11-09,서울경기,2.1,-2.5,6.4
2002-11-10,서울경기,8.7,2.2,13.1
2002-11-11,서울경기,12.3,5.9,16.4
2002-11-12,서울경기,4.8,1.9,8.2
2002-11-13,서울경기,1.3,-2,5.4
2002-11-14,서울경기,2.7,-2.3,9.4
2002-11-15,서울경기,0.2,-3.8,4
2002-11-16,서울경기,1.5,-4.1,7
2002-11-17,서울경기,2.4,-0.6,5.2
2002-11-18,서울경기,-1.5,-4.4,1.6
2002-11-19,서울경기,0.8,-5.9,5.4
2002-11-20,서울경기,3.8,1.6,5.6
2002-11-21,서울경기,1,-1.7,4.4
2002-11-22,서울경기,2.9,-3.4,9.9
2002-11-23,서울경기,5.5,-0.5,12.9
2002-11-24,서울경기,4.7,1.2,8.7
2002-11-25,서울경기,2,-1.9,6.3
2002-11-26,서울경기,-0.1,-3.3,3.5
2002-11-27,서울경기,-0.9,-4.8,3.3
2002-11-28,서울경기,2.6,-3.3,6.3
2002-11-29,서울경기,6.3,2.5,9.4
2002-11-30,서울경기,2.6,-1.7,8.2
2002-12-01,서울경기,3.6,-2.3,9.3
2002-12-02,서울경기,6.1,1.8,12
2002-12-03,서울경기,7,1.5,11.4
2002-12-04,서울경기,10.2,5.9,15.5
2002-12-05,서울경기,6.1,1.8,9.7
2002-12-06,서울경기,5,1.4,9.4
2002-12-07,서울경기,4.3,1.6,7.3
2002-12-08,서울경기,0.6,-3.6,4
2002-12-09,서울경기,-5.4,-8.3,-2.3
2002-12-10,서울경기,-6.2,-9.5,-3.7
2002-12-11,서울경기,-5.7,-9.2,-2
2002-12-12,서울경기,-4.5,-7.3,-0.9
2002-12-13,서울경기,-4.2,-8.9,0.8
2002-12-14,서울경기,-0.4,-7,4.6
2002-12-15,서울경기,5,1.6,9.5
2002-12-16,서울경기,4.5,1,8.2
2002-12-17,서울경기,1.4,-0.8,4.7
2002-12-18,서울경기,3.1,-0.7,7.3
2002-12-19,서울경기,2.1,-1.9,7.4
2002-12-20,서울경기,2.9,-3.9,10.2
2002-12-21,서울경기,5.3,0.8,11.3
2002-12-22,서울경기,5.8,2.3,10
2002-12-23,서울경기,5.2,3,7.7
2002-12-24,서울경기,1.8,0.4,4.2
2002-12-25,서울경기,-3.1,-7.2,0.5
2002-12-26,서울경기,-6.1,-9,-2.3
2002-12-27,서울경기,-4.8,-9,-0.1
2002-12-28,서울경기,-1.2,-6.5,3.6
2002-12-29,서울경기,-3.4,-7.4,1.4
2002-12-30,서울경기,-2.6,-8.1,2
2002-12-31,서울경기,-2.2,-5.3,1.6
2003-01-01,서울경기,-5.1,-8.8,-0.9
2003-01-02,서울경기,-5.2,-11.1,-0.4
2003-01-03,서울경기,-4.1,-7.2,0.2
2003-01-04,서울경기,-10.2,-13.4,-7.1
2003-01-05,서울경기,-12.6,-15.4,-9.1
2003-01-06,서울경기,-10,-15.1,-4.1
2003-01-07,서울경기,-6.6,-11.5,-0.7
2003-01-08,서울경기,-4.4,-10.1,1.1
2003-01-09,서울경기,-0.5,-4,4.6
2003-01-10,서울경기,-0.4,-3.4,4.2
2003-01-11,서울경기,-0.6,-5.4,4.8
2003-01-12,서울경기,2.9,-1.5,8.1
2003-01-13,서울경기,3.8,-0.3,8.3
2003-01-14,서울경기,-2.8,-7.1,2
2003-01-15,서울경기,-5.5,-10.3,-0.3
2003-01-16,서울경기,-1.2,-6.5,3.2
2003-01-17,서울경기,2.5,0.7,4.7
2003-01-18,서울경기,0.8,-0.9,3.7
2003-01-19,서울경기,-0.2,-3.1,3.6
2003-01-20,서울경기,-1.5,-4.9,3
2003-01-21,서울경기,-3,-7.2,1.5
2003-01-22,서울경기,-2.3,-4.5,-0.3
2003-01-23,서울경기,-1.6,-5,2.5
2003-01-24,서울경기,-2.5,-6.7,2.4
2003-01-25,서울경기,-0.7,-6.9,4.8
2003-01-26,서울경기,1.9,0.4,3.4
2003-01-27,서울경기,-2.1,-6.5,2
2003-01-28,서울경기,-8,-11.8,-4
2003-01-29,서울경기,-11.6,-13.7,-8.4
2003-01-30,서울경기,-7.6,-14.2,-2
2003-01-31,서울경기,-2.8,-6.2,0.9
2003-02-01,서울경기,-2.8,-8.5,3.6
2003-02-02,서울경기,-2,-6.8,3.7
2003-02-03,서울경기,-1.7,-6.8,3.8
2003-02-04,서울경기,-0.4,-3.1,4.1
2003-02-05,서울경기,-1,-4.9,3.6
2003-02-06,서울경기,-0.5,-6.2,4.8
2003-02-07,서울경기,3.8,0.3,6.8
2003-02-08,서울경기,4,1.1,6.6
2003-02-09,서울경기,2.3,-1.3,7.4
2003-02-10,서울경기,3.9,-0.3,9.4
2003-02-11,서울경기,-1.4,-6.4,2.7
2003-02-12,서울경기,-4.6,-8.7,-0.7
2003-02-13,서울경기,1,-3.9,5.5
2003-02-14,서울경기,1.5,-2.7,6.9
2003-02-15,서울경기,2.7,-3,8.8
2003-02-16,서울경기,3.3,-1.7,9.8
2003-02-17,서울경기,2.5,-2.6,8.7
2003-02-18,서울경기,3.1,-0.5,6.9
2003-02-19,서울경기,1.5,-0.2,4
2003-02-20,서울경기,2.3,-2.1,7.8
2003-02-21,서울경기,2.9,-0.1,6.3
2003-02-22,서울경기,3.2,1.5,4.4
2003-02-23,서울경기,2.4,1.4,3.6
2003-02-24,서울경기,3,0.4,7.6
2003-02-25,서울경기,3,-0.7,8.3
2003-02-26,서울경기,3.6,0.8,8.6
2003-02-27,서울경기,4.7,-1.1,11
2003-02-28,서울경기,5.8,1.3,11.2
2003-03-01,서울경기,5.2,1.7,9
2003-03-02,서울경기,3.2,0.1,6.7
2003-03-03,서울경기,-0.2,-4,3.9
2003-03-04,서울경기,-1.8,-6.4,2.6
2003-03-05,서울경기,1.5,-3.2,6.5
2003-03-06,서울경기,2.8,1.3,3.9
2003-03-07,서울경기,2.2,0.9,3.7
2003-03-08,서울경기,1.7,-0.3,4.5
2003-03-09,서울경기,2.3,-2.2,7.3
2003-03-10,서울경기,3.7,-1.7,9.4
2003-03-11,서울경기,5,-0.6,10.6
2003-03-12,서울경기,5.7,1.4,11.3
2003-03-13,서울경기,4.7,0,10
2003-03-14,서울경기,4.4,-0.2,9.1
2003-03-15,서울경기,6.7,1.9,12.5
2003-03-16,서울경기,6.4,4,8.2
2003-03-17,서울경기,5.8,2.2,10.5
2003-03-18,서울경기,5.7,0.3,11.6
2003-03-19,서울경기,5.8,0.4,12.1
2003-03-20,서울경기,6.3,-0.1,13.7
2003-03-21,서울경기,8.8,3,13.5
2003-03-22,서울경기,8.8,3.8,14.6
2003-03-23,서울경기,7.3,3.1,12.7
2003-03-24,서울경기,7.7,2.9,12.1
2003-03-25,서울경기,5.9,4.5,8.5
2003-03-26,서울경기,9.2,4.5,15.5
2003-03-27,서울경기,7.6,5,11.2
2003-03-28,서울경기,6,2.2,10.8
2003-03-29,서울경기,6.7,0.5,12.4
2003-03-30,서울경기,11.6,5.9,16.9
2003-03-31,서울경기,15.3,10.6,20.8
2003-04-01,서울경기,16.2,10.8,22.6
2003-04-02,서울경기,14.7,9.2,21.3
2003-04-03,서울경기,13,7,19.2
2003-04-04,서울경기,12.5,8,18
2003-04-05,서울경기,10.6,5.7,17.2
2003-04-06,서울경기,10.2,4.9,16.3
2003-04-07,서울경기,10.2,5.8,16.9
2003-04-08,서울경기,9.5,7,14.1
2003-04-09,서울경기,7.5,4.7,11.4
2003-04-10,서울경기,10.2,3.6,16.7
2003-04-11,서울경기,9.3,7.8,11
2003-04-12,서울경기,9.4,7,12.6
2003-04-13,서울경기,10,5,16.4
2003-04-14,서울경기,12.3,7,18.8
2003-04-15,서울경기,13.3,6.4,19.8
2003-04-16,서울경기,15.2,8.8,23
2003-04-17,서울경기,18.8,11.2,24.3
2003-04-18,서울경기,15.8,8.6,21.1
2003-04-19,서울경기,10,7.7,11.7
2003-04-20,서울경기,9.3,8.4,10.8
2003-04-21,서울경기,12.6,6.2,19
2003-04-22,서울경기,11.4,9.5,14.5
2003-04-23,서울경기,11.2,8.5,15.1
2003-04-24,서울경기,13.3,8,18.3
2003-04-25,서울경기,12.1,9.9,14.7
2003-04-26,서울경기,13.2,7.8,18.8
2003-04-27,서울경기,14,9.8,19.8
2003-04-28,서울경기,16.6,10.1,23.9
2003-04-29,서울경기,12.9,11.1,15.1
2003-04-30,서울경기,13.2,9.1,18.1
2003-05-01,서울경기,14.4,7,20.9
2003-05-02,서울경기,15.8,9.7,22.4
2003-05-03,서울경기,17,9.5,23.8
2003-05-04,서울경기,19.5,13.1,27.2
2003-05-05,서울경기,21,13.2,28.6
2003-05-06,서울경기,18.1,15.9,22.1
2003-05-07,서울경기,15,9.5,19
2003-05-08,서울경기,13.8,9.4,19.5
2003-05-09,서울경기,14,8.7,19.3
2003-05-10,서울경기,14.6,9.1,20.8
2003-05-11,서울경기,15.6,9.5,22.4
2003-05-12,서울경기,17,10.3,23.8
2003-05-13,서울경기,19.8,12,27.2
2003-05-14,서울경기,21.4,14,29.4
2003-05-15,서울경기,20.9,15.8,26.9
2003-05-16,서울경기,19.2,14.4,25.7
2003-05-17,서울경기,17.8,13.7,23.9
2003-05-18,서울경기,15.8,12.5,21.6
2003-05-19,서울경기,17,11.7,22.6
2003-05-20,서울경기,16.8,13.3,21.6
2003-05-21,서울경기,17.4,12,24
2003-05-22,서울경기,18.8,13.5,25.9
2003-05-23,서울경기,19.3,12.6,24.8
2003-05-24,서울경기,19.6,15.6,25
2003-05-25,서울경기,17.4,15.2,20.4
2003-05-26,서울경기,21.3,15.8,27.3
2003-05-27,서울경기,22.8,16.3,28.8
2003-05-28,서울경기,24.1,18.4,30.4
2003-05-29,서울경기,21.7,19.4,23.7
2003-05-30,서울경기,21.4,19.1,25
2003-05-31,서울경기,23.2,18.2,29.8
2003-06-01,서울경기,22,16.4,27.9
2003-06-02,서울경기,21,15.1,27.4
2003-06-03,서울경기,20.4,14.6,26.6
2003-06-04,서울경기,19.8,14.3,26.5
2003-06-05,서울경기,20.2,14.5,27.2
2003-06-06,서울경기,17.7,15.5,21.5
2003-06-07,서울경기,19.9,14,25.8
2003-06-08,서울경기,23,16.9,29.5
2003-06-09,서울경기,25.1,20.3,30.5
2003-06-10,서울경기,22.3,20.1,24.2
2003-06-11,서울경기,20.6,19.1,23.4
2003-06-12,서울경기,19.2,17.9,21.5
2003-06-13,서울경기,19.3,16.6,22.3
2003-06-14,서울경기,19.6,17.7,22.5
2003-06-15,서울경기,18.2,17.2,20.1
2003-06-16,서울경기,20.7,16.6,25.9
2003-06-17,서울경기,21.2,17.2,26.2
2003-06-18,서울경기,21.3,16.7,26.2
2003-06-19,서울경기,22.3,18.2,26.2
2003-06-20,서울경기,20.9,18,24.7
2003-06-21,서울경기,22.3,18.7,26.4
2003-06-22,서울경기,23.2,18.9,28.5
2003-06-23,서울경기,21,18.2,23.6
2003-06-24,서울경기,17,16,18.4
2003-06-25,서울경기,19.3,16.2,24
2003-06-26,서울경기,21.6,17.1,27.3
2003-06-27,서울경기,20,18.4,22.7
2003-06-28,서울경기,22.2,18.2,27.4
2003-06-29,서울경기,19.6,18.2,20.8
2003-06-30,서울경기,22,18.5,27.6
2003-07-01,서울경기,22.2,19.2,27.2
2003-07-02,서울경기,23.5,18.3,29.6
2003-07-03,서울경기,21.3,18.4,24.7
2003-07-04,서울경기,21.9,18.5,25
2003-07-05,서울경기,23.8,19,29.3
2003-07-06,서울경기,23.5,20,27.6
2003-07-07,서울경기,24.6,20.6,28.9
2003-07-08,서울경기,25,22,28
2003-07-09,서울경기,21.9,20.7,24.6
2003-07-10,서울경기,22.5,20.1,25.8
2003-07-11,서울경기,24.5,19,30
2003-07-12,서울경기,22.8,20.3,25.4
2003-07-13,서울경기,23.7,19.6,29.6
2003-07-14,서울경기,22.8,18.9,27.5
2003-07-15,서울경기,23.8,19.5,28.6
2003-07-16,서울경기,24,20.7,28.4
2003-07-17,서울경기,23.5,20.2,27
2003-07-18,서울경기,19.9,18.2,23.2
2003-07-19,서울경기,20.3,18.8,22.4
2003-07-20,서울경기,24,18.6,29
2003-07-21,서울경기,25.5,23.1,29.7
2003-07-22,서울경기,22.9,21.7,25.1
2003-07-23,서울경기,22,20.1,25.6
2003-07-24,서울경기,24,19.9,28.9
2003-07-25,서울경기,26.1,22.3,30.5
2003-07-26,서울경기,25,22.7,28.5
2003-07-27,서울경기,21.4,20,24.4
2003-07-28,서울경기,22.3,21.2,24.8
2003-07-29,서울경기,24.7,21.6,29.8
2003-07-30,서울경기,25.2,19.9,30.3
2003-07-31,서울경기,24.6,21.4,29
2003-08-01,서울경기,24.4,22.2,27.6
2003-08-02,서울경기,24.6,21.4,28.2
2003-08-03,서울경기,24.9,23.5,27.6
2003-08-04,서울경기,26.1,23.1,29.8
2003-08-05,서울경기,25.8,22.4,30.6
2003-08-06,서울경기,23.3,20.2,27.3
2003-08-07,서울경기,22.4,20.4,25.1
2003-08-08,서울경기,24.6,19.6,29.9
2003-08-09,서울경기,25.4,21.4,30.3
2003-08-10,서울경기,23.5,21.5,26.7
