날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2021-08-19,충북,22.9,19.1,27.8
2021-08-20,충북,24.6,19.4,30.1
2021-08-21,충북,23.4,21.6,25.6
2021-08-22,충북,23.8,20.9,27.4
2021-08-23,충북,21.2,19.9,23.4
2021-08-24,충북,23.4,20.5,26.8
2021-08-25,충북,22.5,21.1,24.7
2021-08-26,충북,24.1,20.6,28.7
2021-08-27,충북,20.9,18.7,23.6
2021-08-28,충북,21.8,18.2,26.4
2021-08-29,충북,21.2,18.2,25.6
2021-08-30,충북,21.4,18.4,25.2
2021-08-31,충북,21.3,18.8,24.9
2021-09-01,충북,21,19.7,23.2
2021-09-02,충북,21.6,19.1,24.5
2021-09-03,충북,21.8,17.4,27.4
2021-09-04,충북,20.8,15.4,26.7
2021-09-05,충북,20.4,15.1,25.5
2021-09-06,충북,20.4,17,24.6
2021-09-07,충북,20,17.8,21.9
2021-09-08,충북,21,17.3,25.9
2021-09-09,충북,21.3,16,27.7
2021-09-10,충북,21.9,17.7,27.3
2021-09-11,충북,22.3,17.8,29.1
2021-09-12,충북,22.4,16.9,28.5
2021-09-13,충북,22.2,18.7,26.7
2021-09-14,충북,20.9,16.8,25
2021-09-15,충북,21.1,15.5,27
2021-09-16,충북,20.6,13.9,26.2
2021-09-17,충북,18.6,15.8,21.4
2021-09-18,충북,20,14.1,26.9
2021-09-19,충북,20.3,15.6,26.6
2021-09-20,충북,21.3,15.3,26
2021-09-21,충북,21.4,18.5,25.2
2021-09-22,충북,20.6,16.8,25.9
2021-09-23,충북,19.1,14.6,24.2
2021-09-24,충북,19.2,13.4,25.7
2021-09-25,충북,19,14.7,23
2021-09-26,충북,19.6,15.2,24.7
2021-09-27,충북,19.9,15,25.3
2021-09-28,충북,20.4,17.3,24.1
2021-09-29,충북,20.2,18.4,22.4
2021-09-30,충북,20.4,16.3,27
2021-10-01,충북,19.8,15,26.8
2021-10-02,충북,19.1,14.5,25.9
2021-10-03,충북,19.9,13.6,29.1
2021-10-04,충북,20.5,14,27.4
2021-10-05,충북,21.8,17.6,28
2021-10-06,충북,19.9,16.3,24.3
2021-10-07,충북,19.1,16,22.6
2021-10-08,충북,18.9,17.1,21
2021-10-09,충북,21.2,18,26.2
2021-10-10,충북,21.6,16.7,27.6
2021-10-11,충북,14.9,12.4,17.5
2021-10-12,충북,15.5,14.5,16.7
2021-10-13,충북,17.7,14.2,22.7
2021-10-14,충북,17.8,13.1,24.3
2021-10-15,충북,17.1,14.9,20.2
2021-10-16,충북,11.7,4.6,16.5
2021-10-17,충북,4.5,-0.2,11.1
2021-10-18,충북,7.4,-1,16
2021-10-19,충북,9.4,4.8,14.9
2021-10-20,충북,7.3,2,15.1
2021-10-21,충북,7.7,1.3,15.6
2021-10-22,충북,8,2.6,15.8
2021-10-23,충북,8.4,2.3,17.7
2021-10-24,충북,8.4,1.8,17.2
2021-10-25,충북,8.5,2.5,17.2
2021-10-26,충북,9.4,2.5,17.5
2021-10-27,충북,11.2,5.5,18.5
2021-10-28,충북,10,2.1,19
2021-10-29,충북,10.9,4.6,18.4
2021-10-30,충북,10.4,5.9,17.2
2021-10-31,충북,10.7,4,19.1
2021-11-01,충북,11.2,6.6,17.8
2021-11-02,충북,10.1,5.5,16.4
2021-11-03,충북,9.6,4.2,16.7
2021-11-04,충북,10.5,4.5,18
2021-11-05,충북,9.9,4,18.9
2021-11-06,충북,11,4.2,19.7
2021-11-07,충북,13,5,19.8
2021-11-08,충북,9.8,5.2,15.9
2021-11-09,충북,5.9,4.4,9.1
2021-11-10,충북,4.4,1.2,6.3
2021-11-11,충북,5.5,1.6,9.5
2021-11-12,충북,4,0,8.2
2021-11-13,충북,5.4,-1.5,13.4
2021-11-14,충북,8.1,2.1,16
2021-11-15,충북,7.4,2,14.9
2021-11-16,충북,6.1,0.8,14.5
2021-11-17,충북,5.5,-1,12.9
2021-11-18,충북,8.7,1.7,15.8
2021-11-19,충북,10.9,6.5,16.4
2021-11-20,충북,9,4.7,15.9
2021-11-21,충북,8.7,4,14.2
2021-11-22,충북,3.9,0.3,11
2021-11-23,충북,0.5,-2.4,2.6
2021-11-24,충북,3.3,-1.5,8.8
2021-11-25,충북,6.1,0.7,12.1
2021-11-26,충북,3.3,-2.2,9.2
2021-11-27,충북,1.8,-3.7,9.9
2021-11-28,충북,2.5,-4.9,12.1
2021-11-29,충북,3.8,-3.3,12.6
2021-11-30,충북,4.2,-0.2,9
2021-12-01,충북,-0.5,-3.7,2
2021-12-02,충북,0.1,-6.8,5.5
2021-12-03,충북,2.6,-1.2,6.3
2021-12-04,충북,-0.1,-4.7,5.4
2021-12-05,충북,0.5,-5.2,9.2
2021-12-06,충북,2.7,-3.8,11.6
2021-12-07,충북,3.8,-2.1,11.6
2021-12-08,충북,3.1,-2.4,11.9
2021-12-09,충북,3.5,-2.1,9.9
2021-12-10,충북,5.3,0.3,8.8
2021-12-11,충북,6.2,2.7,9.7
2021-12-12,충북,2.5,-3.5,7.4
2021-12-13,충북,-3.4,-7.6,1.7
2021-12-14,충북,1.3,-6.6,6.6
2021-12-15,충북,5.4,1.6,10.2
2021-12-16,충북,4.7,1.5,9.5
2021-12-17,충북,-3.4,-9.5,5.3
2021-12-18,충북,-5.3,-12.3,0.3
2021-12-19,충북,-0.6,-4.3,3.5
2021-12-20,충북,4,-3.5,9.9
2021-12-21,충북,5.3,-0.2,11.8
2021-12-22,충북,0.9,-4.2,8.8
2021-12-23,충북,0.2,-5.9,8
2021-12-24,충북,0.4,-3.6,6.3
2021-12-25,충북,-8.6,-11.9,-3.2
2021-12-26,충북,-10.7,-14.7,-6
2021-12-27,충북,-6.8,-13.7,-1.7
2021-12-28,충북,-2.4,-7.1,1.5
2021-12-29,충북,0.7,-5.4,6.2
2021-12-30,충북,-2.7,-5.3,0.8
2021-12-31,충북,-6.2,-10,-1.8
2022-01-01,충북,-6.5,-12.4,0.5
2022-01-02,충북,-2.9,-9.3,4.7
2022-01-03,충북,-3.7,-10.6,2
2022-01-04,충북,-1.6,-7,3.2
2022-01-05,충북,-3,-9.8,3.1
2022-01-06,충북,-2.2,-7.5,4.3
2022-01-07,충북,-3.7,-10.3,4.7
2022-01-08,충북,-1.2,-9.5,4.9
2022-01-09,충북,1,-4.5,5.8
2022-01-10,충북,-0.8,-7.4,5.4
2022-01-11,충북,-5.2,-9.1,-0.4
2022-01-12,충북,-7.2,-12.7,-2
2022-01-13,충북,-6.1,-9.4,-2.1
2022-01-14,충북,-6.4,-12.4,0.5
2022-01-15,충북,-1.7,-8.8,4
2022-01-16,충북,-0.6,-6,2.8
2022-01-17,충북,-4.6,-10.1,0.8
2022-01-18,충북,-6.6,-12.2,-0.4
2022-01-19,충북,-5.2,-11.9,1.1
2022-01-20,충북,-5.8,-11.8,2.1
2022-01-21,충북,-4.8,-12.5,5.1
2022-01-22,충북,0.7,-7.6,7.3
2022-01-23,충북,3.2,-2.1,9.6
2022-01-24,충북,3.4,-1.6,7.1
2022-01-25,충북,1.6,-0.2,3.2
2022-01-26,충북,1.2,-2.8,5.7
2022-01-27,충북,-1.1,-6,5
2022-01-28,충북,-2.6,-7.3,3.2
2022-01-29,충북,-3.8,-8.3,2
2022-01-30,충북,-4.2,-10.1,2.7
2022-01-31,충북,-2.9,-10,4.4
2022-02-01,충북,-1.2,-3.6,0.8
2022-02-02,충북,-2,-5.2,1.7
2022-02-03,충북,-2.8,-6.9,1.8
2022-02-04,충북,-4.5,-8.7,0.7
2022-02-05,충북,-6.2,-10.9,-1.2
2022-02-06,충북,-4.1,-10.5,1.8
2022-02-07,충북,-3.3,-10,1.2
2022-02-08,충북,-2.2,-8.4,5.2
2022-02-09,충북,-1,-9.7,7.5
2022-02-10,충북,1.1,-3.9,7.4
2022-02-11,충북,0.5,-7.1,9.1
2022-02-12,충북,2.7,-4.4,10.7
2022-02-13,충북,2.9,-2.4,10.1
2022-02-14,충북,2.7,-4,10.4
2022-02-15,충북,-3.5,-6.6,-0.1
2022-02-16,충북,-6.7,-9.3,-3
2022-02-17,충북,-7.1,-12.1,-1.3
2022-02-18,충북,-3,-12.7,5.8
2022-02-19,충북,-0.9,-5.2,3.2
2022-02-20,충북,-4.7,-7.7,-0.8
2022-02-21,충북,-2.5,-10,3.6
2022-02-22,충북,-3.4,-8.3,1.5
2022-02-23,충북,-5.7,-11.2,0.3
2022-02-24,충북,-3.7,-11.5,3.3
2022-02-25,충북,1.1,-7.7,9.1
2022-02-26,충북,5.3,-0.5,11.5
2022-02-27,충북,3.4,-3.3,10
2022-02-28,충북,3.8,-4.1,12
2022-03-01,충북,4.4,-0.7,10.1
2022-03-02,충북,2.5,-4.2,9.1
2022-03-03,충북,4.8,-1.9,12.6
2022-03-04,충북,7,-3.7,15.9
2022-03-05,충북,3,-0.8,8.7
2022-03-06,충북,1.3,-3.7,7.4
2022-03-07,충북,1.6,-6,9.7
2022-03-08,충북,3.7,-4.7,12.5
2022-03-09,충북,5.8,-2.1,15.1
2022-03-10,충북,7.3,-1.5,16.8
2022-03-11,충북,8.9,-0.4,17.4
2022-03-12,충북,13.1,4.6,20.4
2022-03-13,충북,13,10.6,15.7
2022-03-14,충북,9.6,5.9,12.8
2022-03-15,충북,8.2,3.1,15.7
2022-03-16,충북,9.9,1.5,18.1
2022-03-17,충북,8.2,5.3,11.5
2022-03-18,충북,5.5,3.8,7.8
2022-03-19,충북,2.7,1,5.2
2022-03-20,충북,4.3,0.9,8.8
2022-03-21,충북,4.6,-2.6,10.9
2022-03-22,충북,5.7,-1,12.5
2022-03-23,충북,4.2,0.8,8.5
2022-03-24,충북,6.2,-0.7,13.3
2022-03-25,충북,11.2,2.7,17.7
2022-03-26,충북,11.4,8.8,13.9
2022-03-27,충북,7.6,1.9,14.8
2022-03-28,충북,6.1,-2.1,14.1
2022-03-29,충북,8.4,-1,17.3
2022-03-30,충북,10.8,1.8,17.4
2022-03-31,충북,9.7,4.9,14
2022-04-01,충북,7.2,0.9,13.9
2022-04-02,충북,7,-0.9,14.5
2022-04-03,충북,8.1,-0.8,16.7
2022-04-04,충북,9.3,0.6,17.8
2022-04-05,충북,9.5,0.1,17.8
2022-04-06,충북,11.3,3,19.6
2022-04-07,충북,11.1,5.3,17.9
2022-04-08,충북,11.7,0.7,21.6
2022-04-09,충북,16.3,6.7,25.6
2022-04-10,충북,17.3,6.9,26.7
2022-04-11,충북,18.5,9.2,27
2022-04-12,충북,20,12.1,27.5
2022-04-13,충북,11.8,7.5,17.8
2022-04-14,충북,8.9,7.1,11.2
2022-04-15,충북,11.1,4.9,18.2
2022-04-16,충북,11,2.9,18.8
2022-04-17,충북,12.2,1.9,20.9
2022-04-18,충북,13.9,7.5,21.5
2022-04-19,충북,13.9,4.5,22.9
2022-04-20,충북,13.9,3.9,23
2022-04-21,충북,12.8,5,20.4
2022-04-22,충북,15.8,6.9,23.5
2022-04-23,충북,17.2,10.5,24.6
2022-04-24,충북,18.2,10.4,26.5
2022-04-25,충북,19.4,13.3,26.2
2022-04-26,충북,17.8,14.4,22.5
2022-04-27,충북,16.2,9.6,23.1
2022-04-28,충북,16.3,8.5,23.9
2022-04-29,충북,11.2,8,14.7
2022-04-30,충북,12.3,8.9,17
2022-05-01,충북,12.1,5.3,18.8
2022-05-02,충북,11.7,6,18.2
2022-05-03,충북,12.5,3.3,21.2
2022-05-04,충북,15.8,5.2,25.4
2022-05-05,충북,17,7.3,26
2022-05-06,충북,18.2,9.4,25.5
2022-05-07,충북,16.7,12.2,22.6
2022-05-08,충북,14.8,10.4,19.5
2022-05-09,충북,15.7,9.6,23.1
2022-05-10,충북,16.5,8.1,24.2
2022-05-11,충북,18.3,11.6,24.4
2022-05-12,충북,19.7,13.7,26.3
2022-05-13,충북,17,13,21.1
2022-05-14,충북,14.4,8.6,20.7
2022-05-15,충북,13.8,7,20.7
2022-05-16,충북,15,4.8,23.4
2022-05-17,충북,17.5,7.7,26.7
2022-05-18,충북,19.7,10.5,27.4
2022-05-19,충북,18.5,12.4,24.4
2022-05-20,충북,19,12,26.2
2022-05-21,충북,19.8,13,26.5
2022-05-22,충북,20.4,13.2,28
2022-05-23,충북,21.9,14,29.6
2022-05-24,충북,22.1,14.1,30.4
2022-05-25,충북,21.3,14,28.2
2022-05-26,충북,18.4,13.1,24.4
2022-05-27,충북,19.5,13.3,25.6
2022-05-28,충북,20.4,11.5,28.8
2022-05-29,충북,21.2,11.6,29.8
2022-05-30,충북,20.5,17.6,24.9
2022-05-31,충북,20.2,12.4,27.5
2022-06-01,충북,21.2,11.6,30.5
2022-06-02,충북,21,11.3,29
2022-06-03,충북,23.8,16.6,31.6
2022-06-04,충북,22.7,16,28.1
2022-06-05,충북,17.8,15.8,22.2
2022-06-06,충북,17.5,14.1,21.7
2022-06-07,충북,16.2,11.1,20.9
2022-06-08,충북,18.1,13.6,23.6
2022-06-09,충북,19.6,14.8,25.8
2022-06-10,충북,21.6,15.1,28.1
2022-06-11,충북,21.5,16.2,29.2
2022-06-12,충북,21.7,15.1,27.2
2022-06-13,충북,21.4,17.9,26.3
2022-06-14,충북,17.1,15.2,20.1
2022-06-15,충북,17.9,13.9,23.2
2022-06-16,충북,19.9,15.9,24.5
2022-06-17,충북,21.9,14.4,28.4
2022-06-18,충북,24.2,20,28.6
2022-06-19,충북,24.2,20.3,28.3
2022-06-20,충북,25.3,20,31.2
2022-06-21,충북,27,20.1,34.3
2022-06-22,충북,26.5,20.8,33.3
2022-06-23,충북,24.3,20.3,29
2022-06-24,충북,24.5,22.2,28.4
2022-06-25,충북,26.2,20.1,32.4
2022-06-26,충북,26.2,22.8,30
2022-06-27,충북,26.4,23.3,29.8
2022-06-28,충북,28.4,25.8,31.6
2022-06-29,충북,26.4,23.6,29.9
2022-06-30,충북,24.7,21.5,28.1
2022-07-01,충북,27,21.8,32.9
2022-07-02,충북,27.7,21.9,34
2022-07-03,충북,27.6,22.1,33.9
2022-07-04,충북,27.2,22.6,33.1
2022-07-05,충북,27,23.3,32.7
2022-07-06,충북,28,23.5,32.4
2022-07-07,충북,28.4,24.5,33.1
2022-07-08,충북,26.8,24.4,30.8
2022-07-09,충북,25.8,23.1,29.7
2022-07-10,충북,27.4,22.5,33.8
2022-07-11,충북,23.9,21.8,27.3
2022-07-12,충북,25.5,21.3,28.9
2022-07-13,충북,23.3,22.5,25.1
2022-07-14,충북,25.3,22.6,29.3
2022-07-15,충북,25,20.9,30
2022-07-16,충북,23.2,20.1,28.1
2022-07-17,충북,24.4,20.4,29.1
2022-07-18,충북,22.3,20.8,24.7
2022-07-19,충북,24.6,20.4,30.1
2022-07-20,충북,26.1,22.1,31
2022-07-21,충북,22.5,21.4,24.8
2022-07-22,충북,23.7,21.3,28.1
2022-07-23,충북,23.8,20.6,27.6
2022-07-24,충북,24.3,21.4,27.5
2022-07-25,충북,26.3,22.6,31.5
2022-07-26,충북,26.7,21.4,32.9
2022-07-27,충북,25.7,21.8,30.1
2022-07-28,충북,26.3,21.2,30.9
2022-07-29,충북,28.5,23.8,33.8
2022-07-30,충북,27.5,23.6,31.3
2022-07-31,충북,26.1,24.7,27.9
2022-08-01,충북,27,24.8,30
2022-08-02,충북,27,24.6,31.2
2022-08-03,충북,27.7,24.1,31.4
2022-08-04,충북,27.8,24.3,32.4
2022-08-05,충북,28,24.3,32.2
2022-08-06,충북,28.5,24.7,33
2022-08-07,충북,28.4,24.7,33.2
2022-08-08,충북,26.9,24.4,29.1
2022-08-09,충북,26.6,24.1,29
2022-08-10,충북,24.3,22.7,27.2
2022-08-11,충북,23.9,23.4,24.8
2022-08-12,충북,26.1,22.2,31.2
2022-08-13,충북,24.6,21.9,27.7
2022-08-14,충북,25.7,23.7,28.8
2022-08-15,충북,27.2,23.5,30.9
2022-08-16,충북,25.4,22.1,29.5
2022-08-17,충북,24.5,21.4,29.7
2022-08-18,충북,24.2,20.3,29.5
2022-08-19,충북,25.2,20.2,28.5
2022-08-20,충북,26.7,23.9,30.9
2022-08-21,충북,25.9,21.6,30.9
2022-08-22,충북,25.3,20,30.5
2022-08-23,충북,23.5,22.1,25.3
2022-08-24,충북,22.2,19.9,24.5
2022-08-25,충북,21.6,18.2,26.1
2022-08-26,충북,21.9,16.7,27.4
2022-08-27,충북,20.8,15.4,25.3
2022-08-28,충북,20.1,12.9,27
2022-08-29,충북,18.7,16.9,20.9
2022-08-30,충북,18.4,16.9,19.6
2022-08-31,충북,20.3,18.2,23.5
2022-09-01,충북,21.1,17.2,26.6
2022-09-02,충북,21.6,16.3,26.5
2022-09-03,충북,22.1,18.9,25.9
2022-09-04,충북,23,20.1,26.4
2022-09-05,충북,22.5,19.8,24.9
2022-09-06,충북,19.7,15.6,24.9
2022-09-07,충북,19.7,14,27.1
2022-09-08,충북,20,12.9,28.2
2022-09-09,충북,20.8,14.8,27.7
2022-09-10,충북,20.5,15.8,25.6
2022-09-11,충북,22.3,17.9,26.9
2022-09-12,충북,21.8,19.2,25.5
2022-09-13,충북,23.2,19.9,27.5
2022-09-14,충북,23.1,19.7,27.9
2022-09-15,충북,23.6,19.3,28.9
2022-09-16,충북,23.7,19.7,28.1
2022-09-17,충북,25.8,21.3,31.6
2022-09-18,충북,26.1,22.8,30.8
2022-09-19,충북,23,15.4,28.6
2022-09-20,충북,16.8,12.4,22.5
2022-09-21,충북,16.2,10.3,23.1
2022-09-22,충북,16.4,9.6,22.9
2022-09-23,충북,16.3,11.2,23.8
2022-09-24,충북,15.9,9.4,22.7
2022-09-25,충북,16.7,12.2,23.2
2022-09-26,충북,17.1,12.4,24.5
2022-09-27,충북,17.6,10.4,26.2
2022-09-28,충북,17.3,11.8,24.3
2022-09-29,충북,17.7,12.5,25.5
2022-09-30,충북,17.9,11.8,27.4
2022-10-01,충북,17.7,10,26.7
2022-10-02,충북,18.5,12.9,23.6
2022-10-03,충북,21.6,17.8,25.2
2022-10-04,충북,19,14.9,23.5
2022-10-05,충북,15.6,13.4,20.1
2022-10-06,충북,15.8,13.1,20.3
2022-10-07,충북,14.5,11.7,18.2
2022-10-08,충북,13.8,7.8,20.1
2022-10-09,충북,12.6,10.2,14.8
2022-10-10,충북,9.6,7.6,12.6
2022-10-11,충북,10.2,6.2,16
2022-10-12,충북,11.3,4.2,19.8
2022-10-13,충북,13.2,6.8,21.2
2022-10-14,충북,14.3,8.2,21.5
2022-10-15,충북,16.8,10.6,23.9
2022-10-16,충북,17,13.7,21.9
2022-10-17,충북,11.6,5.3,15.9
2022-10-18,충북,7,1.5,13.8
2022-10-19,충북,7.2,0.3,15.8
2022-10-20,충북,9.2,0.8,19.1
2022-10-21,충북,11.2,4.1,18.6
2022-10-22,충북,12.7,7.1,20.1
2022-10-23,충북,12.6,6.5,18.6
2022-10-24,충북,8.4,3.2,14.7
2022-10-25,충북,7.9,0.3,15.8
2022-10-26,충북,9.5,1.8,17.6
2022-10-27,충북,11.1,4.3,19.5
2022-10-28,충북,11.6,3.3,19.8
2022-10-29,충북,11.9,6.1,19.6
2022-10-30,충북,12.1,5.5,19.2
2022-10-31,충북,11.5,6.2,19
2022-11-01,충북,10.7,5.3,18.7
2022-11-02,충북,8.7,2.9,18.3
2022-11-03,충북,8.5,1.7,15.1
2022-11-04,충북,4.8,-0.2,10
2022-11-05,충북,3.9,-3.1,12.6
2022-11-06,충북,5.4,-2.1,14.8
2022-11-07,충북,7.5,-0.1,15.7
2022-11-08,충북,9.4,3.5,17.5
2022-11-09,충북,8.3,1.7,16.2
2022-11-10,충북,9.8,2.8,18.2
2022-11-11,충북,12,5,20.6
2022-11-12,충북,15.1,6.1,22.6
2022-11-13,충북,11.4,8.8,17.8
2022-11-14,충북,9,4.7,13.4
2022-11-15,충북,6.2,0.9,11.8
2022-11-16,충북,6.8,2.2,13.3
2022-11-17,충북,7,2,15.2
2022-11-18,충북,7,-0.1,17.5
2022-11-19,충북,9.1,1.6,17.6
2022-11-20,충북,10.5,5.6,18.1
2022-11-21,충북,9.7,2.9,18.2
2022-11-22,충북,9.6,5.3,14
2022-11-23,충북,9.7,3.6,15.7
2022-11-24,충북,6.1,1.4,13.9
2022-11-25,충북,7.3,-0.3,16.6
2022-11-26,충북,7.9,0.1,13.7
2022-11-27,충북,3.8,-3.3,13.1
2022-11-28,충북,6.7,-0.1,11
2022-11-29,충북,8.6,1.5,13.2
2022-11-30,충북,-3.6,-5.9,1.4
2022-12-01,충북,-4.7,-8.4,0
2022-12-02,충북,-3.7,-9.3,2.2
2022-12-03,충북,0.2,-4.8,4.5
2022-12-04,충북,-1.7,-5,2
2022-12-05,충북,-3.2,-6.9,1.8
2022-12-06,충북,-1.8,-8,3.3
2022-12-07,충북,3.3,-0.7,7.7
2022-12-08,충북,1.7,-3.2,9
2022-12-09,충북,1.2,-4.5,9.3
2022-12-10,충북,0.6,-4.1,5.5
2022-12-11,충북,-0.1,-5.2,7.4
2022-12-12,충북,0.5,-5.5,6.2
2022-12-13,충북,0.9,-3.8,3.5
2022-12-14,충북,-8.4,-11.6,-3.8
2022-12-15,충북,-4.2,-12,2.7
2022-12-16,충북,-5.5,-9.5,-2
2022-12-17,충북,-7.3,-11.7,-3.1
2022-12-18,충북,-10.4,-14.7,-5.7
2022-12-19,충북,-8.2,-14.5,-1.8
2022-12-20,충북,-5.2,-12.2,1.6
2022-12-21,충북,-1.3,-4.9,0.8
2022-12-22,충북,-6.6,-10.3,-0.4
2022-12-23,충북,-10.2,-12.3,-7.2
2022-12-24,충북,-10.9,-16.2,-4.3
2022-12-25,충북,-7.8,-14.4,-0.8
2022-12-26,충북,-7,-12.2,-0.3
2022-12-27,충북,-5.6,-12,1.8
2022-12-28,충북,-4.1,-8.6,0.5
2022-12-29,충북,-5.4,-10.9,0.5
2022-12-30,충북,-2.9,-7.7,1.9
2022-12-31,충북,-3.7,-9.3,2.1
2012-01-01,충남,-1.5,-6.6,1
2012-01-02,충남,-3.7,-8.9,1.1
2012-01-03,충남,-2.8,-6.8,1.7
2012-01-04,충남,-4.2,-5.9,-2.3
2012-01-05,충남,-5.2,-9.7,0.1
2012-01-06,충남,-3.4,-9.4,3
2012-01-07,충남,-5.5,-11.4,2.3
2012-01-08,충남,-3.8,-9.9,2.8
2012-01-09,충남,-1.3,-6,3.1
2012-01-10,충남,-0.3,-4,3.6
2012-01-11,충남,-4.3,-9.8,0
2012-01-12,충남,-4.1,-10.5,1.6
2012-01-13,충남,-1.7,-6.1,4.6
2012-01-14,충남,-2.9,-9.2,4
2012-01-15,충남,-2.1,-5.4,2.6
2012-01-16,충남,-0.3,-6.9,7.7
2012-01-17,충남,0.6,-3.6,8
2012-01-18,충남,0.6,-4.4,6.7
2012-01-19,충남,3.7,0,6
2012-01-20,충남,5.4,3.3,7.7
2012-01-21,충남,2.5,-0.1,4.5
2012-01-22,충남,-4.3,-7.7,-0.1
2012-01-23,충남,-6.8,-10.1,-3.3
2012-01-24,충남,-6.4,-11.6,-1.5
2012-01-25,충남,-6.5,-11.3,-2.8
2012-01-26,충남,-3.8,-11.9,2.8
2012-01-27,충남,-0.2,-5,5.8
2012-01-28,충남,-0.6,-4.2,4.3
2012-01-29,충남,-1.9,-6.5,3.1
2012-01-30,충남,-4,-8.6,0.9
2012-01-31,충남,-3.4,-10.6,2.7
2012-02-01,충남,-7.9,-10.9,-2.6
2012-02-02,충남,-10.7,-13.3,-7.2
2012-02-03,충남,-7.7,-13.8,-1.8
2012-02-04,충남,-2,-7.6,3.8
2012-02-05,충남,-1,-5.4,5.9
2012-02-06,충남,0.6,-4.8,5.3
2012-02-07,충남,-5.5,-9.1,1.9
2012-02-08,충남,-7.2,-12.6,-2.5
2012-02-09,충남,-4.5,-12.8,0.8
2012-02-10,충남,-2.2,-7.7,3.4
2012-02-11,충남,-4.1,-10.6,2.1
2012-02-12,충남,-1.2,-8.7,5.6
2012-02-13,충남,2.1,-2,7.6
2012-02-14,충남,2.8,-1.6,8.5
2012-02-15,충남,0.3,-2.4,4.7
2012-02-16,충남,-0.9,-6.2,4.2
2012-02-17,충남,-4.1,-6.6,-0.8
2012-02-18,충남,-5.2,-9.3,-1.6
2012-02-19,충남,-4.5,-10.8,2
2012-02-20,충남,-2.3,-10,6.2
2012-02-21,충남,0.1,-6.3,7
2012-02-22,충남,4.3,-4.2,12
2012-02-23,충남,3.6,-1.5,7.9
2012-02-24,충남,3.3,-3.6,10.2
2012-02-25,충남,0.7,-2,3.3
2012-02-26,충남,-1.3,-3.8,2.7
2012-02-27,충남,-1.4,-8.5,5.6
2012-02-28,충남,1.2,-5.1,7.5
2012-02-29,충남,4,-4.2,12.4
2012-03-01,충남,6.5,-0.6,14.7
2012-03-02,충남,4.8,3.1,7
2012-03-03,충남,6.9,1,12.6
2012-03-04,충남,6.1,3.3,8.8
2012-03-05,충남,5.1,3.6,6.4
2012-03-06,충남,4.5,2.2,6.6
2012-03-07,충남,3.2,-0.3,7.8
2012-03-08,충남,1.9,-2.3,7.7
2012-03-09,충남,2.2,-3.7,8.8
2012-03-10,충남,2.5,-2.2,8.7
2012-03-11,충남,-0.6,-3.2,2.4
2012-03-12,충남,-1.3,-5.7,4
2012-03-13,충남,0.4,-6.3,7.7
2012-03-14,충남,3.2,-3.6,9.1
2012-03-15,충남,4.5,-3.5,12.6
2012-03-16,충남,6.9,2.4,11.2
2012-03-17,충남,8,5.6,11.5
2012-03-18,충남,5,0.4,9.3
2012-03-19,충남,1.8,-3,7.3
2012-03-20,충남,2.2,-4.5,8.6
2012-03-21,충남,3.2,-4.6,10.9
2012-03-22,충남,6,1,11.1
2012-03-23,충남,5.7,3,7.7
2012-03-24,충남,4.2,2.2,8.3
2012-03-25,충남,3.7,0.3,8.1
2012-03-26,충남,3.2,-3,9.9
2012-03-27,충남,6.4,-2.9,13.7
2012-03-28,충남,8.6,2.4,16.4
2012-03-29,충남,10.7,-0.5,19.5
2012-03-30,충남,9.4,5.1,13.8
2012-03-31,충남,5.5,0.6,10.6
2012-04-01,충남,4.1,-2.1,10.2
2012-04-02,충남,10.5,0,17.8
2012-04-03,충남,5.7,2.1,12.8
2012-04-04,충남,7.1,-0.5,13.4
2012-04-05,충남,5.6,-0.6,12.6
2012-04-06,충남,4.8,-1.5,11.2
2012-04-07,충남,5.6,-1.6,13
2012-04-08,충남,12.3,1.1,18.6
2012-04-09,충남,14,9.1,19.7
2012-04-10,충남,13.1,9.6,16.7
2012-04-11,충남,10.6,4.4,16.3
2012-04-12,충남,8,0.8,14.7
2012-04-13,충남,9.1,6,14.5
2012-04-14,충남,10,3.2,18.7
2012-04-15,충남,12.4,4.8,22.1
2012-04-16,충남,10,3.8,18.3
2012-04-17,충남,10.2,1.6,19.1
2012-04-18,충남,13,3.8,22.1
2012-04-19,충남,14.1,8.4,21.6
2012-04-20,충남,16.7,12,22.3
2012-04-21,충남,12.9,11,15.6
2012-04-22,충남,9.9,8.2,13.7
2012-04-23,충남,14.8,7.9,22
2012-04-24,충남,19.2,9.6,28.1
2012-04-25,충남,14.9,9.6,21.1
2012-04-26,충남,11.3,6.3,16.6
2012-04-27,충남,13.5,4,22.7
2012-04-28,충남,16.1,8.6,23.2
2012-04-29,충남,16.3,9.7,22.3
2012-04-30,충남,19.6,10.9,26.5
2012-05-01,충남,19.6,13.4,24.8
2012-05-02,충남,21,16.1,26.9
2012-05-03,충남,18.3,12.4,24.3
2012-05-04,충남,18.5,11.3,26.3
2012-05-05,충남,17.5,11.6,25
2012-05-06,충남,15.8,7.6,24.1
2012-05-07,충남,17,8.6,25.5
2012-05-08,충남,18.6,10.6,27.5
2012-05-09,충남,18,12.8,26.1
2012-05-10,충남,16.6,10.6,24.3
2012-05-11,충남,16,12.3,21
2012-05-12,충남,15.9,11.1,21.6
2012-05-13,충남,17.5,13.4,23.9
