"지역번호,지역명,일시,평균풍속(m"/"s),최대풍속(m"/"s),최대풍속지점,최대순간풍속(m"/"s),최대순간풍속지점"
7,경남,2022-12-31,1.8,7,산청,14.6,산청
7,경남,2022-12-30,1.3,7.2,산청,11.3,산청
7,경남,2022-12-29,1.6,5.6,울산,11.1,산청
7,경남,2022-12-28,1.8,7.3,"의령군",12.4,산청
7,경남,2022-12-27,1.4,7.5,부산,10.9,부산
7,경남,2022-12-26,1.4,6.5,부산,10.4,부산
7,경남,2022-12-25,1.8,9.3,부산,13.9,부산
7,경남,2022-12-24,2.1,7.6,부산,14.1,산청
7,경남,2022-12-23,4.2,14.7,부산,27.5,부산
7,경남,2022-12-22,2.9,10.4,부산,17.6,부산
7,경남,2022-12-21,1,5.7,부산,10.5,부산
7,경남,2022-12-20,1,4.8,"창원,함양군",12.4,부산
7,경남,2022-12-19,1.1,6.4,산청,11.9,산청
7,경남,2022-12-18,1.8,7.1,산청,12.1,부산
7,경남,2022-12-17,2.3,9.5,"의령군",15.2,산청
7,경남,2022-12-16,2,7.4,부산,11.8,부산
7,경남,2022-12-15,1.4,6.6,부산,10.4,부산
7,경남,2022-12-14,2.7,8.8,부산,16.5,산청
7,경남,2022-12-13,2.9,9.6,"의령군",18.7,남해
7,경남,2022-12-12,1.1,7.1,통영,12.8,부산
7,경남,2022-12-11,1.9,7.5,통영,13.1,부산
7,경남,2022-12-10,1.1,6.4,부산,10.9,부산
7,경남,2022-12-09,0.9,6,"함양군",9.6,"함양군"
7,경남,2022-12-08,0.9,5.3,통영,8.2,창원
7,경남,2022-12-07,1.8,8.3,산청,14.4,산청
7,경남,2022-12-06,1.8,9.5,부산,16.5,부산
7,경남,2022-12-05,2.2,7.8,부산,17.3,부산
7,경남,2022-12-04,2.3,8.6,통영,13.5,부산
7,경남,2022-12-03,1,5.4,"함양군",9.6,"함양군"
7,경남,2022-12-02,1.3,6,통영,8.7,통영
7,경남,2022-12-01,2.4,9.5,통영,14.3,통영
7,경남,2022-11-30,3.2,11,부산,19.9,부산
7,경남,2022-11-29,2.5,11.5,통영,17.5,부산
7,경남,2022-11-28,1.7,10.1,통영,15.3,남해
7,경남,2022-11-27,1.1,6.9,부산,10.7,부산
7,경남,2022-11-26,1.4,6.4,산청,10.7,산청
7,경남,2022-11-25,0.9,6.5,부산,10,"의령군"
7,경남,2022-11-24,1,7,부산,10.5,부산
7,경남,2022-11-23,1.6,8.9,통영,12.5,통영
7,경남,2022-11-22,1,5.5,통영,8.1,부산
7,경남,2022-11-21,0.8,3.6,통영,6.3,부산
7,경남,2022-11-20,0.9,4.7,통영,6.9,부산
7,경남,2022-11-19,1.4,6.1,통영,10.5,부산
7,경남,2022-11-18,1,5.5,통영,7.8,통영
7,경남,2022-11-17,0.9,5.5,통영,7.3,통영
7,경남,2022-11-16,1.2,5.5,"함양군",10.3,"함양군"
7,경남,2022-11-15,1.7,6.4,통영,11.6,부산
7,경남,2022-11-14,1.2,5.3,산청,10.3,부산
7,경남,2022-11-13,2.3,12.3,부산,17.5,부산
7,경남,2022-11-12,1.2,8.8,통영,13.4,부산
7,경남,2022-11-11,1.1,4.7,통영,7.8,부산
7,경남,2022-11-10,0.9,4.8,부산,7.5,부산
7,경남,2022-11-09,0.9,5.6,부산,7.7,"함양군"
7,경남,2022-11-08,0.9,5.5,부산,7.8,부산
7,경남,2022-11-07,0.9,4.6,부산,7.3,부산
7,경남,2022-11-06,1.1,7.1,부산,11.9,부산
7,경남,2022-11-05,1.8,7.9,통영,11.6,부산
7,경남,2022-11-04,2.1,7.1,"함양군",12.5,산청
7,경남,2022-11-03,1.2,6.5,부산,9,"부산,함양군"
7,경남,2022-11-02,0.9,4.4,"부산,함양군",6.6,"함양군"
7,경남,2022-11-01,1,5.1,거창,7.4,"거창,산청"
7,경남,2022-10-31,1.3,6.5,통영,9.5,통영
7,경남,2022-10-30,1.3,4.8,"의령군",9.3,부산
7,경남,2022-10-29,1.2,5.6,통영,8.8,"양산시"
7,경남,2022-10-28,1.2,4.8,통영,9.6,"양산시"
7,경남,2022-10-27,1,5.2,부산,8.1,창원
7,경남,2022-10-26,1.2,5.1,통영,7.4,부산
7,경남,2022-10-25,1.9,6.3,통영,12.3,부산
7,경남,2022-10-24,2.1,7.5,"북창원",11.9,산청
7,경남,2022-10-23,1.5,6.7,부산,10.3,부산
7,경남,2022-10-22,1.2,6.5,"김해시",10.3,부산
7,경남,2022-10-21,1,7.2,부산,11.4,부산
7,경남,2022-10-20,1.1,5.4,부산,8.3,부산
7,경남,2022-10-19,1.6,6.6,부산,12.5,부산
7,경남,2022-10-18,2.1,10.5,부산,18.3,부산
7,경남,2022-10-17,2.5,12.6,부산,20.5,부산
7,경남,2022-10-16,1,4.9,부산,7.3,"함양군"
7,경남,2022-10-15,1.2,4.5,통영,9.2,부산
7,경남,2022-10-14,1.3,5.4,통영,8.6,부산
7,경남,2022-10-13,1.7,6.2,통영,12.3,부산
7,경남,2022-10-12,1.3,5.5,통영,10.1,부산
7,경남,2022-10-11,2,9.7,산청,17.9,산청
7,경남,2022-10-10,3.3,10.6,산청,20.7,부산
7,경남,2022-10-09,1.3,13.1,산청,20.1,산청
7,경남,2022-10-08,1.8,5.5,부산,11.4,부산
7,경남,2022-10-07,1.9,6.3,산청,12.7,"양산시"
7,경남,2022-10-06,1,4.9,"함양군",8,부산
7,경남,2022-10-05,1.5,5.2,통영,9.4,"양산시"
7,경남,2022-10-04,2.7,11.5,통영,19.5,부산
7,경남,2022-10-03,2.3,11.7,부산,17.6,부산
7,경남,2022-10-02,1.2,6.1,산청,10.2,산청
7,경남,2022-10-01,0.8,4.9,부산,6.8,부산
7,경남,2022-09-30,0.9,5.1,부산,6.5,부산
7,경남,2022-09-29,1,4.4,부산,7.3,부산
7,경남,2022-09-28,0.9,4.8,부산,6.9,부산
7,경남,2022-09-27,1.2,4.7,통영,7.4,"양산시"
7,경남,2022-09-26,0.9,4.1,통영,6.1,통영
7,경남,2022-09-25,1,4.5,통영,7.2,부산
7,경남,2022-09-24,1.7,6.5,"부산,거창",11.8,부산
7,경남,2022-09-23,1.6,7.4,부산,13.9,부산
7,경남,2022-09-22,1.3,4.7,통영,8.2,부산
7,경남,2022-09-21,1.5,5.2,울산,11.2,부산
7,경남,2022-09-20,1.9,5.8,부산,13.6,부산
7,경남,2022-09-19,3.7,10.4,부산,23.2,부산
7,경남,2022-09-18,2.7,8.3,"북창원",18.4,부산
7,경남,2022-09-17,1.2,4.6,통영,8.8,산청
7,경남,2022-09-16,1.2,5.5,"양산시",8.9,"양산시"
7,경남,2022-09-15,1.9,5.7,부산,14.6,부산
7,경남,2022-09-14,2.3,6.5,부산,14.3,부산
